index,Angle,Porosity,Surface_Area,Permeability_X,,,0.119982935,22.465265
610,10,54.04205322,5713,2.0346303,,,,
611,20,53.88641357,5593,1.9559844,,,,
612,30,54.26940918,5650,1.8383474,,,,
613,40,53.43475342,5489,1.029903,,,,
614,50,53.20281982,5461,0.8826286,,,,
615,60,54.28924561,5445,0.8659924,,,,
616,70,53.79638672,5369,0.73849654,,,,
617,80,54.02069092,5475,0.6952738,,,,
618,90,54.14581299,5538,0.75764066,,,,
619,100,54.0435791,5699,0.6404192,,,,
620,110,53.96881104,5576,0.6737409,,,,
621,120,54.34112549,5636,0.69917053,,,,
622,130,53.41796875,5491,0.75092024,,,,
623,140,53.25317383,5473,0.8723041,,,,
624,150,54.29077148,5433,0.9778683,,,,
625,160,53.75823975,5372,1.5855988,,,,
626,170,53.87420654,5510,1.8943521,,,,
627,180,54.00543213,5605,2.254359,,,,
628,0,68.49212646,4308,8.29957,,,,
629,10,68.84765625,4210,9.195821,,,,
630,20,68.42498779,4205,7.6804895,,,,
631,30,67.88635254,4167,5.857744,,,,
632,40,68.48907471,4107,4.7553725,,,,
633,50,69.32983398,4120,3.8990958,,,,
634,60,69.88830566,4186,4.1130557,,,,
635,70,68.66149902,4261,3.9986973,,,,
636,80,67.46673584,4417,3.8303242,,,,
637,90,68.5333252,4296,4.052775,,,,
638,100,68.91326904,4209,3.9879928,,,,
639,110,68.45092773,4209,3.938602,,,,
640,120,67.84362793,4174,4.37361,,,,
641,130,68.52874756,4109,7.1280103,,,,
642,140,69.34356689,4123,7.643515,,,,
643,150,69.8059082,4211,7.9676013,,,,
644,160,68.64318848,4268,8.174763,,,,
645,170,67.52471924,4435,7.8722763,,,,
646,180,68.45092773,4291,8.400312,,,,
647,0,75.09765625,4583,18.634352,,,,
648,10,73.52752686,4463,15.023287,,,,
649,20,74.3560791,4138,12.2213125,,,,
650,30,74.67193604,4008,11.602483,,,,
651,40,75.83770752,3938,10.736871,,,,
652,50,76.38702393,4030,8.137799,,,,
653,60,76.84631348,4166,6.295689,,,,
654,70,76.59301758,4351,3.8068364,,,,
655,80,76.17492676,4489,2.4022524,,,,
656,90,75.12359619,4557,2.3485053,,,,
657,100,73.55194092,4463,2.9188502,,,,
658,110,74.38964844,4139,6.3670464,,,,
659,120,74.64447021,4011,11.243128,,,,
660,130,75.8972168,3939,15.974293,,,,
661,140,76.45263672,4019,17.242065,,,,
662,150,76.88293457,4149,21.739416,,,,
663,160,76.64642334,4346,22.465265,,,,
664,170,76.21765137,4467,21.23147,,,,
665,180,75.16326904,4556,18.80614,,,,
666,0,67.61474609,6695,3.125748,,,,
667,10,67.137146,7004,3.9405887,,,,
668,20,67.29888916,7240,4.380869,,,,
669,30,67.68798828,7336,5.4818006,,,,
670,40,67.47741699,7515,5.35113,,,,
671,50,67.64984131,7592,5.015206,,,,
672,60,67.94128418,7226,4.5946107,,,,
673,70,67.59338379,7124,3.4391448,,,,
674,80,67.24700928,6975,2.5715935,,,,
675,90,67.59033203,6704,2.2056742,,,,
676,100,67.14477539,7012,0.84362495,,,,
677,110,67.27600098,7249,0.42591536,,,,
678,120,67.68341064,7329,0.3677993,,,,
679,130,67.44232178,7517,0.31278345,,,,
680,140,67.60253906,7601,0.85138905,,,,
681,150,67.92144775,7234,1.1331549,,,,
682,160,67.54608154,7133,1.2090976,,,,
683,170,67.23327637,6988,1.5441843,,,,
684,180,67.59796143,6722,3.1600266,,,,
685,0,65.64941406,7136,0.6705112,,,,
686,10,66.12854004,7529,0.5490034,,,,
687,20,66.21551514,7835,0.46590486,,,,
688,30,65.99578857,8097,0.15834062,,,,
689,40,65.29693604,8295,0.1320554,,,,
690,50,65.12298584,8112,0.13486385,,,,
691,60,66.34674072,7707,0.30383068,,,,
692,70,66.35894775,7496,0.5672987,,,,
693,80,66.03393555,7380,0.773854,,,,
694,90,65.66467285,7131,1.1911743,,,,
695,100,66.12243652,7503,1.9551343,,,,
696,110,66.21551514,7841,2.601975,,,,
697,120,66.04003906,8091,2.9377987,,,,
698,130,65.34118652,8269,3.227706,,,,
699,140,65.16571045,8129,2.9235237,,,,
700,150,66.28417969,7721,2.223036,,,,
701,160,66.37268066,7513,1.6265064,,,,
702,170,66.06140137,7380,1.0291599,,,,
703,180,65.67077637,7125,0.61465394,,,,
704,0,64.36157227,8655,2.797881,,,,
705,10,63.97094727,8636,2.3939004,,,,
706,20,63.92364502,8617,2.1659892,,,,
707,30,63.95721436,8465,1.857917,,,,
708,40,63.20953369,8112,1.33571,,,,
709,50,63.52081299,8078,0.75623244,,,,
710,60,63.59405518,8539,0.60916775,,,,
711,70,63.72375488,8632,0.4294767,,,,
712,80,63.73443604,8737,0.32499665,,,,
713,90,64.33410645,8666,0.27624983,,,,
714,100,64.012146,8640,0.3909054,,,,
715,110,63.96636963,8618,0.4489533,,,,
716,120,63.98010254,8477,0.6328252,,,,
717,130,63.20800781,8119,1.119709,,,,
718,140,63.52539063,8099,1.4008185,,,,
719,150,63.66729736,8524,1.9865155,,,,
720,160,63.82598877,8637,2.1629946,,,,
721,170,63.79699707,8761,2.4549928,,,,
722,180,64.43023682,8599,2.8531055,,,,
723,0,58.07342529,6012,2.095326,,,,
724,10,58.09936523,6153,1.9894929,,,,
725,20,58.1451416,6025,2.162691,,,,
726,30,59.68322754,5675,2.045907,,,,
727,40,60.48583984,5363,1.6916661,,,,
728,50,59.19342041,5398,1.5115317,,,,
729,60,57.67822266,5671,1.2456357,,,,
730,70,58.22143555,5769,1.2561315,,,,
731,80,57.18688965,5963,0.6596898,,,,
732,90,57.9864502,6015,0.8043525,,,,
733,100,58.02307129,6151,0.7305884,,,,
734,110,58.08410645,6023,1.0112869,,,,
735,120,59.63897705,5676,0.92991334,,,,
736,130,60.48736572,5360,1.0209438,,,,
737,140,59.17205811,5407,1.0013103,,,,
738,150,57.67669678,5682,0.910533,,,,
739,160,58.22143555,5757,1.2053194,,,,
740,170,57.27233887,5955,1.5815592,,,,
741,180,58.09326172,5944,1.9716705,,,,
742,0,80.59082031,5607,9.677521,,,,
743,10,81.11572266,5447,11.1004,,,,
744,20,81.84204102,5202,10.943121,,,,
745,30,81.45294189,5176,9.830184,,,,
746,40,81.90002441,5210,9.262731,,,,
747,50,81.84051514,5257,7.761757,,,,
748,60,81.43920898,5408,6.478904,,,,
749,70,81.08062744,5649,5.4305,,,,
750,80,80.6060791,5708,5.4063807,,,,
751,90,80.63964844,5614,5.496019,,,,
752,100,81.0760498,5463,5.505176,,,,
753,110,81.82678223,5207,6.0811515,,,,
754,120,81.45141602,5190,6.786293,,,,
755,130,81.79626465,5230,7.2944856,,,,
756,140,81.77490234,5273,8.358922,,,,
757,150,81.44073486,5421,8.770714,,,,
758,160,81.0760498,5622,9.492235,,,,
759,170,80.60455322,5693,9.340583,,,,
760,180,80.62896729,5635,9.68224,,,,
761,0,74.05090332,7183,4.359907,,,,
762,10,73.69232178,7384,4.2246137,,,,
763,20,73.12316895,7557,4.0538845,,,,
764,30,73.81439209,7372,4.0302305,,,,
765,40,73.62823486,7286,3.748598,,,,
766,50,73.59924316,7116,3.677752,,,,
767,60,73.47869873,7078,3.0482178,,,,
768,70,73.58551025,7013,2.8599138,,,,
769,80,74.14398193,7207,2.6949444,,,,
770,90,74.08752441,7170,2.522976,,,,
771,100,73.65722656,7385,2.3511493,,,,
772,110,73.1262207,7543,2.4218323,,,,
773,120,73.72283936,7361,2.670349,,,,
774,130,73.52905273,7283,3.01645,,,,
775,140,73.56719971,7118,3.5448952,,,,
776,150,73.40240479,7086,3.8222866,,,,
777,160,73.54736328,7042,4.043013,,,,
778,170,74.07989502,7239,4.075224,,,,
779,180,74.12414551,7157,4.4217854,,,,
780,0,64.33868408,8459,0.83038634,,,,
781,10,65.02685547,8387,0.8498696,,,,
782,20,65.24658203,8061,1.0472572,,,,
783,30,65.14282227,8112,1.2141935,,,,
784,40,64.53704834,8292,1.5484359,,,,
785,50,64.35089111,8484,1.7876524,,,,
786,60,65.24963379,8473,2.1231327,,,,
787,70,65.13977051,8495,2.129678,,,,
788,80,65.51513672,8687,2.1000094,,,,
789,90,64.33410645,8470,2.2035823,,,,
790,100,65.01464844,8381,2.04701,,,,
791,110,65.24963379,8078,1.8513081,,,,
792,120,65.1260376,8108,1.6253499,,,,
793,130,64.55383301,8292,1.1786282,,,,
794,140,64.42718506,8470,1.0002285,,,,
795,150,65.22979736,8494,0.8911033,,,,
796,160,65.20080566,8492,0.84491605,,,,
797,170,65.52276611,8665,0.80084616,,,,
798,180,64.36462402,8470,0.814913,,,,
799,0,69.97680664,7979,2.2631562,,,,
800,10,69.75097656,8386,2.555282,,,,
801,20,70.19500732,8505,2.7299633,,,,
802,30,69.99053955,8532,2.8358798,,,,
803,40,69.76013184,8431,2.706153,,,,
804,50,69.18182373,8457,2.434438,,,,
805,60,69.39239502,8129,2.0920768,,,,
806,70,70.43457031,7999,2.0336504,,,,
807,80,69.98901367,7918,1.57602,,,,
808,90,70.01190186,7979,1.4383233,,,,
809,100,69.72045898,8408,1.311654,,,,
810,110,70.15075684,8510,1.2244138,,,,
811,120,69.96765137,8515,1.127917,,,,
812,130,69.74182129,8432,1.0951906,,,,
813,140,69.140625,8458,1.2602985,,,,
814,150,69.34509277,8134,1.5312608,,,,
815,160,70.43762207,7971,1.857355,,,,
816,170,69.97070313,7939,1.9502274,,,,
817,180,69.98138428,7967,2.2409587,,,,
818,0,67.77038574,8206,1.9416847,,,,
819,10,67.25769043,8442,1.9061275,,,,
820,20,67.54302979,8544,2.195716,,,,
821,30,67.20275879,8694,2.2676075,,,,
822,40,67.53692627,8622,1.9263922,,,,
823,50,68.5256958,8432,1.9811324,,,,
824,60,68.85986328,8236,2.0339856,,,,
825,70,68.21746826,8231,1.700526,,,,
826,80,67.8237915,8156,1.511734,,,,
827,90,67.7947998,8217,1.585612,,,,
828,100,67.2668457,8452,1.4140033,,,,
829,110,67.54455566,8544,1.1794192,,,,
830,120,67.22259521,8688,1.0047823,,,,
831,130,67.52929688,8633,1.0499815,,,,
832,140,68.5836792,8417,1.16373,,,,
833,150,68.84460449,8237,1.3168539,,,,
834,160,68.2800293,8214,1.4548948,,,,
835,170,67.83447266,8172,1.605494,,,,
836,180,67.80853271,8204,1.8464968,,,,
837,0,60.0112915,8477,0.4475119,,,,
838,10,60.22033691,8322,0.5997526,,,,
839,20,59.80377197,8334,0.7385996,,,,
840,30,59.27429199,8395,0.8660176,,,,
841,40,58.60595703,8676,1.1480843,,,,
842,50,58.6517334,8772,1.1890723,,,,
843,60,58.17565918,8936,1.2766804,,,,
844,70,59.12017822,8921,1.3126274,,,,
845,80,59.0637207,8773,1.4480928,,,,
846,90,59.99298096,8476,1.1425714,,,,
847,100,60.18066406,8315,0.8823811,,,,
848,110,59.80072021,8332,0.6788939,,,,
849,120,59.30786133,8403,0.5050771,,,,
850,130,58.64105225,8677,0.39659733,,,,
851,140,58.67614746,8772,0.33624193,,,,
852,150,58.203125,8924,0.2780124,,,,
853,160,59.11560059,8909,0.29003543,,,,
854,170,59.0423584,8763,0.34575078,,,,
855,180,59.96398926,8468,0.46376845,,,,
856,0,68.33648682,6025,5.8559604,,,,
857,10,68.52416992,5759,4.3480005,,,,
858,20,68.48602295,5699,3.6336918,,,,
859,30,69.24133301,5737,2.4547045,,,,
860,40,69.47021484,5839,1.8804775,,,,
861,50,69.31152344,6021,1.8645697,,,,
862,60,68.07250977,6202,1.7067028,,,,
863,70,69.2565918,6105,1.5939682,,,,
864,80,69.87915039,6078,2.120391,,,,
865,90,68.33190918,6023,2.776506,,,,
866,100,68.52264404,5737,3.5151758,,,,
867,110,68.47991943,5701,4.3100986,,,,
868,120,69.23675537,5723,5.1663675,,,,
869,130,69.46258545,5828,6.0119286,,,,
870,140,69.34051514,6032,7.926042,,,,
871,150,68.01757813,6209,8.956162,,,,
872,160,69.18182373,6125,8.987682,,,,
873,170,69.83184814,6095,7.5835686,,,,
874,180,68.33953857,6001,5.8932753,,,,
875,0,63.05084229,5668,4.830494,,,,
876,10,62.66021729,5561,3.6675122,,,,
877,20,63.18206787,5402,1.810019,,,,
878,30,64.43634033,5409,1.3895488,,,,
879,40,64.25628662,5688,1.1449704,,,,
880,50,63.77105713,5803,0.9114538,,,,
881,60,63.82446289,5954,0.87632537,,,,
882,70,63.43383789,6019,0.9227612,,,,
883,80,62.78839111,5831,1.1129268,,,,
884,90,63.04168701,5667,1.2648934,,,,
885,100,62.70751953,5550,1.314453,,,,
886,110,63.27972412,5400,1.89216,,,,
887,120,64.57519531,5400,4.088463,,,,
888,130,64.39666748,5680,4.627475,,,,
889,140,63.8092041,5797,5.8592315,,,,
890,150,63.8168335,5941,7.25844,,,,
891,160,63.43231201,6022,6.796175,,,,
892,170,62.7822876,5823,6.1524763,,,,
893,180,63.02032471,5669,4.610155,,,,
894,0,68.28613281,8141,4.469404,,,,
895,10,68.42041016,8133,3.8550858,,,,
896,20,68.32275391,8098,3.022782,,,,
897,30,68.39904785,7929,2.074878,,,,
898,40,69.19555664,7468,1.6218466,,,,
899,50,69.34967041,7386,0.82321835,,,,
900,60,69.0612793,7765,0.6702128,,,,
901,70,67.74902344,8064,0.4776709,,,,
902,80,67.54608154,8176,0.36629528,,,,
903,90,68.2800293,8149,0.2515575,,,,
904,100,68.409729,8130,0.54610586,,,,
905,110,68.30444336,8086,0.615122,,,,
906,120,68.39599609,7927,0.76598054,,,,
907,130,69.19555664,7463,1.1525486,,,,
908,140,69.38476563,7395,2.380442,,,,
909,150,69.06433105,7788,3.524252,,,,
910,160,67.72613525,8040,3.6599631,,,,
911,170,67.43774414,8191,3.8667946,,,,
912,180,68.22814941,8147,4.4078555,,,,
913,0,52.45361328,5454,2.9666705,,,,
914,10,51.19171143,5574,2.437964,,,,
915,20,51.91345215,5552,2.587119,,,,
916,30,52.71606445,5460,2.0648031,,,,
917,40,52.94647217,5421,2.0050013,,,,
918,50,53.36761475,5313,1.4464247,,,,
919,60,53.32183838,5422,0.80813015,,,,
920,70,53.75366211,5380,0.6598501,,,,
921,80,53.00140381,5451,0.48402923,,,,
922,90,52.51312256,5463,0.51065844,,,,
923,100,51.08795166,5577,0.50196147,,,,
924,110,51.95617676,5571,0.46351147,,,,
925,120,52.73590088,5457,0.49517137,,,,
926,130,52.94647217,5415,0.7920034,,,,
927,140,53.3782959,5323,1.0901537,,,,
928,150,53.34472656,5417,2.0386016,,,,
929,160,53.75671387,5393,2.0746715,,,,
930,170,52.94036865,5470,2.3910828,,,,
931,180,52.4520874,5540,2.9985945,,,,
932,0,65.42205811,4391,6.8681736,,,,
933,10,65.80505371,4424,5.651129,,,,
934,20,65.25421143,4330,5.2111764,,,,
935,30,64.95666504,4316,5.1940565,,,,
936,40,65.47546387,4354,5.0860972,,,,
937,50,67.01812744,4353,3.51511,,,,
938,60,66.48101807,4342,1.9452482,,,,
939,70,66.33605957,4340,1.8716818,,,,
940,80,65.86303711,4327,1.518647,,,,
941,90,65.37628174,4396,1.6807077,,,,
942,100,65.78826904,4446,2.5055172,,,,
943,110,65.23895264,4334,2.460376,,,,
944,120,64.94445801,4310,2.779867,,,,
945,130,65.52429199,4348,3.0029123,,,,
946,140,67.10662842,4318,3.7557635,,,,
947,150,66.4642334,4347,3.8771262,,,,
948,160,66.27655029,4358,4.2634454,,,,
949,170,65.74249268,4336,5.7833514,,,,
950,180,65.16571045,4409,6.6296144,,,,
951,0,72.13134766,5188,15.338714,,,,
952,10,72.03674316,5033,13.837314,,,,
953,20,71.71783447,4877,11.495334,,,,
954,30,71.17919922,4981,6.6796956,,,,
955,40,71.64459229,4895,6.2192607,,,,
956,50,72.10540771,4815,3.8612816,,,,
957,60,71.40655518,4964,3.8421907,,,,
958,70,70.77484131,5198,2.7928996,,,,
959,80,70.30792236,5290,2.681256,,,,
960,90,72.15423584,5194,3.0622652,,,,
961,100,72.05505371,5020,2.8293023,,,,
962,110,71.78955078,4879,3.1093752,,,,
963,120,71.19598389,4972,3.4623253,,,,
964,130,71.64154053,4901,6.269359,,,,
965,140,72.1282959,4820,11.231478,,,,
966,150,71.35467529,4967,13.121847,,,,
967,160,70.67260742,5181,14.711378,,,,
968,170,70.20111084,5305,15.34235,,,,
969,180,72.27478027,5196,15.191463,,,,
970,0,67.69866943,6815,2.6560454,,,,
971,10,68.09844971,7423,4.0091653,,,,
972,20,67.81463623,7693,4.6513143,,,,
973,30,67.42095947,7879,5.439039,,,,
974,40,67.22412109,8002,6.239931,,,,
975,50,67.65136719,7723,5.824492,,,,
976,60,67.25006104,7719,4.1692996,,,,
977,70,66.91894531,7455,2.7797916,,,,
978,80,67.50793457,7077,2.3009653,,,,
979,90,67.69104004,6824,0.9747611,,,,
980,100,68.08776855,7416,0.7386102,,,,
981,110,67.79327393,7693,0.5161766,,,,
982,120,67.42706299,7874,0.4500348,,,,
983,130,67.20123291,8004,0.46477118,,,,
984,140,67.62084961,7721,0.57561,,,,
985,150,67.2454834,7699,0.6617721,,,,
986,160,66.90979004,7465,0.97249645,,,,
987,170,67.48504639,7079,1.3635179,,,,
988,180,67.69104004,6832,2.607735,,,,
989,0,66.37115479,6694,1.3574704,,,,
990,10,66.07666016,7159,0.88403636,,,,
991,20,66.31317139,7490,0.2585564,,,,
992,30,64.84222412,7775,0.2189169,,,,
993,40,65.22064209,7829,0.21954815,,,,
994,50,64.84527588,7946,0.25146553,,,,
995,60,64.65454102,7768,0.46425542,,,,
996,70,64.66674805,7551,0.7490836,,,,
997,80,65.4876709,7105,1.1398038,,,,
998,90,66.32080078,6715,1.8825243,,,,
999,100,66.07818604,7172,2.9407115,,,,
1000,110,66.22924805,7494,3.4459217,,,,
1001,120,64.83001709,7756,3.9885385,,,,
1002,130,65.24658203,7857,3.9278293,,,,
1003,140,64.7644043,7965,3.5941,,,,
1004,150,64.72473145,7751,3.0784328,,,,
1005,160,64.61334229,7568,2.5047843,,,,
1006,170,65.44036865,7120,1.7971022,,,,
1007,180,66.31011963,6727,1.3346347,,,,
1008,0,64.01977539,8408,3.1194494,,,,
1009,10,64.85595703,8474,2.9998755,,,,
1010,20,65.85083008,8288,2.529748,,,,
1011,30,66.05072021,8196,2.0272646,,,,
1012,40,65.43121338,7817,1.1556643,,,,
1013,50,64.48059082,7791,0.751652,,,,
1014,60,63.5345459,8263,0.44183597,,,,
1015,70,63.85498047,8552,0.33061233,,,,
1016,80,63.8961792,8653,0.30320194,,,,
1017,90,64.02893066,8424,0.29845887,,,,
1018,100,64.86206055,8462,0.43266362,,,,
1019,110,65.86608887,8283,0.5734572,,,,
1020,120,66.0736084,8197,0.7517741,,,,
1021,130,65.36560059,7818,0.9380518,,,,
1022,140,64.43634033,7795,1.2574441,,,,
1023,150,63.47808838,8260,2.0911038,,,,
1024,160,63.79394531,8559,2.322461,,,,
1025,170,63.88397217,8680,2.6907706,,,,
1026,180,64.1418457,8368,3.080554,,,,
1027,0,59.85565186,5832,5.376714,,,,
1028,10,60.29815674,5791,5.2044225,,,,
1029,20,59.61303711,5711,4.7305565,,,,
1030,30,58.35418701,5541,2.389248,,,,
1031,40,59.25292969,5285,2.1534114,,,,
1032,50,60.54229736,5300,2.156102,,,,
1033,60,60.28289795,5493,1.8809762,,,,
1034,70,60.82305908,5503,1.8265105,,,,
1035,80,60.1852417,5595,1.2390803,,,,
1036,90,59.83428955,5828,0.92041874,,,,
1037,100,60.25238037,5788,0.91821903,,,,
1038,110,59.5413208,5715,0.7998333,,,,
1039,120,58.32366943,5541,0.72088224,,,,
1040,130,59.29107666,5294,1.2930616,,,,
1041,140,60.57281494,5290,2.2594671,,,,
1042,150,60.26000977,5479,3.5463004,,,,
1043,160,60.82305908,5508,4.045344,,,,
1044,170,60.3012085,5576,4.3876424,,,,
1045,180,59.97467041,5809,5.488335,,,,
1046,0,80.93414307,5641,10.001532,,,,
1047,10,81.21795654,5602,9.440414,,,,
1048,20,80.69610596,5501,8.797184,,,,
1049,30,80.07507324,5677,8.083701,,,,
1050,40,79.74700928,5732,6.981008,,,,
1051,50,79.29992676,5947,5.6968594,,,,
1052,60,80.027771,5974,5.564511,,,,
1053,70,80.7220459,5896,5.9545755,,,,
1054,80,81.14013672,5808,5.7890396,,,,
1055,90,80.96008301,5629,5.8081775,,,,
1056,100,81.17523193,5617,5.4829283,,,,
1057,110,80.72357178,5494,5.4250636,,,,
1058,120,80.04760742,5678,5.6454697,,,,
1059,130,79.78515625,5724,5.5177293,,,,
1060,140,79.25415039,5945,5.729022,,,,
1061,150,79.97131348,6003,7.617444,,,,
1062,160,80.67932129,5912,8.532126,,,,
1063,170,81.15844727,5814,9.208848,,,,
1064,180,80.9463501,5621,10.035953,,,,
1065,0,73.81286621,7324,4.724916,,,,
1066,10,74.04174805,7349,4.5356793,,,,
1067,20,73.8861084,7352,4.5078607,,,,
1068,30,73.33221436,7414,3.9856458,,,,
1069,40,72.96905518,7389,3.6466086,,,,
1070,50,73.14605713,7286,3.338316,,,,
1071,60,73.71063232,7121,3.086411,,,,
1072,70,74.10583496,7064,3.1078818,,,,
1073,80,73.7197876,7250,2.8689432,,,,
1074,90,73.82202148,7330,2.7171915,,,,
1075,100,74.04327393,7377,2.5515597,,,,
1076,110,73.85406494,7352,2.4560213,,,,
1077,120,73.28948975,7434,2.5150187,,,,
1078,130,72.9598999,7390,2.588048,,,,
1079,140,73.09570313,7297,2.6153862,,,,
1080,150,73.67858887,7125,3.402319,,,,
1081,160,74.10125732,7058,3.965193,,,,
1082,170,73.76861572,7248,4.580629,,,,
1083,180,73.78387451,7352,4.6842604,,,,
1084,0,64.9017334,8262,0.8571059,,,,
1085,10,64.88800049,8136,1.0694466,,,,
1086,20,64.79034424,7957,1.1276556,,,,
1087,30,65.93170166,7806,1.3905456,,,,
1088,40,65.64331055,8006,1.8316163,,,,
1089,50,65.50598145,8213,2.0200233,,,,
1090,60,65.21606445,8335,2.1631556,,,,
1091,70,65.0390625,8431,2.1981006,,,,
1092,80,64.54162598,8454,2.2864623,,,,
1093,90,64.94445801,8276,2.4309616,,,,
1094,100,64.8651123,8151,2.133446,,,,
1095,110,64.74761963,7953,1.7492415,,,,
1096,120,65.91033936,7833,1.4406317,,,,
1097,130,65.64941406,8007,0.90363884,,,,
1098,140,65.45562744,8225,0.8484541,,,,
1099,150,65.18096924,8352,0.8001846,,,,
1100,160,65.01159668,8439,0.81803405,,,,
1101,170,64.55993652,8459,0.8641659,,,,
1102,180,64.95361328,8282,0.9568104,,,,
1103,0,69.26116943,8088,2.5492146,,,,
1104,10,69.02923584,8390,2.4866097,,,,
1105,20,68.56536865,8636,2.408049,,,,
1106,30,68.45550537,8460,2.6631548,,,,
1107,40,68.81866455,8537,2.6348155,,,,
1108,50,69.47479248,8298,2.6363559,,,,
1109,60,69.69146729,8196,2.2084677,,,,
1110,70,69.71893311,8027,1.906697,,,,
1111,80,69.27947998,8076,1.5738343,,,,
1112,90,69.25506592,8095,1.5230249,,,,
1113,100,68.98956299,8395,1.3790264,,,,
1114,110,68.58520508,8612,1.2639947,,,,
1115,120,68.46160889,8466,1.2347726,,,,
1116,130,68.79272461,8527,1.2281293,,,,
1117,140,69.52972412,8281,1.4421176,,,,
1118,150,69.71130371,8173,1.6780913,,,,
1119,160,69.75402832,8029,1.9016442,,,,
1120,170,69.33441162,8080,2.303009,,,,
1121,180,69.25354004,8046,2.5713856,,,,
1122,0,65.78369141,8305,1.4776284,,,,
1123,10,66.0446167,8528,1.5780576,,,,
1124,20,65.42663574,8644,1.5341697,,,,
1125,30,65.8203125,8546,1.6188585,,,,
1126,40,66.55731201,8560,1.6940949,,,,
1127,50,66.83959961,8538,1.8023703,,,,
1128,60,66.31622314,8347,1.6128342,,,,
1129,70,65.88745117,8278,1.1196213,,,,
1130,80,65.87524414,8322,1.0722196,,,,
1131,90,65.78521729,8300,1.0416199,,,,
1132,100,66.07055664,8534,0.8449246,,,,
1133,110,65.38696289,8647,0.7164291,,,,
1134,120,65.78674316,8558,0.76819825,,,,
1135,130,66.58630371,8578,0.8930224,,,,
1136,140,66.87774658,8538,0.9467532,,,,
1137,150,66.3192749,8344,0.96196514,,,,
1138,160,65.88287354,8280,1.0992544,,,,
1139,170,65.89660645,8349,1.2474341,,,,
1140,180,65.79589844,8284,1.4940549,,,,
1141,0,60.10131836,8491,0.67278534,,,,
1142,10,60.25390625,8326,0.6622529,,,,
1143,20,60.07843018,8411,0.7610769,,,,
1144,30,60.77575684,8588,0.95840776,,,,
1145,40,60.62774658,8913,1.0529232,,,,
1146,50,60.25848389,9029,1.1064763,,,,
1147,60,60.16235352,8977,1.1663285,,,,
1148,70,60.20812988,8955,1.1166176,,,,
1149,80,60.32867432,8829,1.1054446,,,,
1150,90,60.05859375,8485,1.0332004,,,,
1151,100,60.25085449,8331,0.8484998,,,,
1152,110,60.05401611,8399,0.62998307,,,,
1153,120,60.73150635,8596,0.5147144,,,,
1154,130,60.65063477,8905,0.44561943,,,,
1155,140,60.28900146,9029,0.33713466,,,,
1156,150,60.21118164,8964,0.31215924,,,,
1157,160,60.19287109,8961,0.34153938,,,,
1158,170,60.33172607,8832,0.5723191,,,,
1159,180,60.01586914,8476,0.63538367,,,,
1160,0,66.54968262,5885,6.5162354,,,,
1161,10,66.51153564,5862,4.75166,,,,
1162,20,66.64733887,5730,4.262994,,,,
1163,30,67.0501709,5762,3.8071127,,,,
1164,40,67.92144775,5816,2.7775557,,,,
1165,50,68.19763184,5840,2.3016286,,,,
1166,60,67.59643555,6075,2.3415666,,,,
1167,70,67.55371094,6055,2.0390303,,,,
1168,80,67.60101318,6006,1.9689009,,,,
1169,90,66.54815674,5883,2.0647585,,,,
1170,100,66.48712158,5858,2.0663824,,,,
1171,110,66.65039063,5724,3.1428888,,,,
1172,120,67.11883545,5778,3.839027,,,,
1173,130,67.88635254,5838,4.5261426,,,,
1174,140,68.1854248,5823,6.127232,,,,
1175,150,67.58880615,6076,6.148938,,,,
1176,160,67.5567627,6077,6.0611753,,,,
1177,170,67.61627197,6034,6.0163245,,,,
1178,180,66.57867432,5880,6.4825783,,,,
1179,0,61.4074707,5664,5.4313807,,,,
1180,10,62.55187988,5432,4.615014,,,,
1181,20,64.05334473,5318,3.9906068,,,,
1182,30,64.16015625,5312,2.9203715,,,,
1183,40,62.94250488,5588,2.557634,,,,
1184,50,62.69989014,5669,2.0773532,,,,
1185,60,61.67144775,5764,1.8011665,,,,
1186,70,60.68878174,5863,1.5076743,,,,
1187,80,61.29760742,5850,1.5182966,,,,
1188,90,61.38000488,5677,1.856993,,,,
1189,100,62.57781982,5437,2.9340975,,,,
1190,110,64.04571533,5316,3.6654434,,,,
1191,120,64.16473389,5291,3.8705356,,,,
1192,130,62.87384033,5596,5.7716947,,,,
1193,140,62.64648438,5677,6.4121866,,,,
1194,150,61.76147461,5802,6.4489546,,,,
1195,160,60.73455811,5851,6.2185516,,,,
1196,170,61.3571167,5851,5.577271,,,,
1197,180,61.37237549,5700,5.3032866,,,,
1198,0,67.53540039,8035,5.3392005,,,,
1199,10,66.69921875,8106,4.1012425,,,,
1200,20,66.18347168,8144,3.358832,,,,
1201,30,66.5145874,7983,2.230121,,,,
1202,40,66.58477783,7462,1.4389095,,,,
1203,50,65.74249268,7479,0.77444094,,,,
1204,60,65.80657959,7918,0.595991,,,,
1205,70,66.51000977,8063,0.50802785,,,,
1206,80,66.99371338,8178,0.44973603,,,,
1207,90,67.55828857,8031,0.45218426,,,,
1208,100,66.71295166,8101,0.42569014,,,,
1209,110,66.25518799,8143,0.5050012,,,,
1210,120,66.54510498,7974,0.7483576,,,,
1211,130,66.65039063,7459,0.9293991,,,,
1212,140,65.78979492,7502,1.6408745,,,,
1213,150,65.85845947,7918,2.3874295,,,,
1214,160,66.4855957,8056,3.1016762,,,,
