index,Angle,Porosity,Surface_Area,Permeability_X,,,0.119982935,22.465265
1215,170,67.03186035,8173,3.7143447,,,,
1216,180,67.48809814,8040,5.3277225,,,,
1217,0,56.56433105,5157,2.8785446,,,,
1218,10,56.32324219,5363,2.2858102,,,,
1219,20,56.29730225,5295,1.6629928,,,,
1220,30,56.1340332,5236,1.972173,,,,
1221,40,56.85577393,5109,1.6865755,,,,
1222,50,57.48291016,5096,1.5329733,,,,
1223,60,57.5881958,5089,1.174949,,,,
1224,70,57.2265625,5045,1.0257658,,,,
1225,80,56.73370361,5172,0.9635923,,,,
1226,90,56.55975342,5156,0.7605934,,,,
1227,100,56.35528564,5367,0.6992951,,,,
1228,110,56.19354248,5294,0.6512522,,,,
1229,120,56.07299805,5237,0.68858117,,,,
1230,130,56.78100586,5134,0.77575046,,,,
1231,140,57.48138428,5110,0.8608171,,,,
1232,150,57.49816895,5109,0.7912231,,,,
1233,160,57.23571777,5055,0.94410604,,,,
1234,170,56.68640137,5176,1.1656029,,,,
1235,180,56.52008057,5186,2.7071877,,,,
1236,0,67.25158691,4385,13.394376,,,,
1237,10,67.95501709,4426,11.370105,,,,
1238,20,67.52166748,4301,9.001602,,,,
1239,30,67.70324707,4282,8.391927,,,,
1240,40,67.77801514,4288,7.1062393,,,,
1241,50,67.75665283,4380,5.7264953,,,,
1242,60,67.42858887,4433,5.209274,,,,
1243,70,67.92449951,4429,4.5739923,,,,
1244,80,66.6229248,4501,4.4564533,,,,
1245,90,67.22412109,4385,4.4362764,,,,
1246,100,67.89855957,4435,4.2367625,,,,
1247,110,67.50640869,4316,4.579982,,,,
1248,120,67.61627197,4282,6.237035,,,,
1249,130,67.66662598,4300,6.7641463,,,,
1250,140,67.75512695,4356,8.308752,,,,
1251,150,67.39349365,4435,9.421602,,,,
1252,160,67.87109375,4452,10.523329,,,,
1253,170,66.69311523,4523,11.99049,,,,
1254,180,67.37060547,4361,13.300813,,,,
1255,0,69.26574707,5138,10.877473,,,,
1256,10,68.0480957,5118,8.917274,,,,
1257,20,68.85375977,4812,8.221602,,,,
1258,30,70.07904053,4595,8.140105,,,,
1259,40,70.13092041,4700,8.294282,,,,
1260,50,69.72503662,4863,5.3860497,,,,
1261,60,69.37103271,4988,4.1512175,,,,
1262,70,69.86694336,5148,2.4693096,,,,
1263,80,69.58007813,5180,2.4965398,,,,
1264,90,69.23522949,5135,3.1005733,,,,
1265,100,68.06182861,5123,3.1139123,,,,
1266,110,68.90563965,4807,3.9830287,,,,
1267,120,70.05462646,4595,6.1535616,,,,
1268,130,70.06072998,4713,8.822759,,,,
1269,140,69.59228516,4882,9.407248,,,,
1270,150,69.41833496,5007,9.389612,,,,
1271,160,69.88067627,5151,12.841496,,,,
1272,170,69.57092285,5180,11.995752,,,,
1273,180,69.30236816,5121,10.830862,,,,
1274,0,70.78552246,6637,2.6394706,,,,
1275,10,71.20513916,7053,3.0093288,,,,
1276,20,71.21124268,7379,4.261038,,,,
1277,30,70.94268799,7488,4.86958,,,,
1278,40,70.96252441,7619,5.339487,,,,
1279,50,72.31903076,7283,6.3196454,,,,
1280,60,72.55401611,6974,5.3401957,,,,
1281,70,71.30126953,6833,3.6646779,,,,
1282,80,70.76873779,6782,2.7983582,,,,
1283,90,70.88165283,6643,2.0654292,,,,
1284,100,71.19903564,7054,1.3924644,,,,
1285,110,71.19293213,7371,1.2622738,,,,
1286,120,70.9274292,7506,1.2619569,,,,
1287,130,70.94268799,7617,1.1604421,,,,
1288,140,72.315979,7283,1.1975226,,,,
1289,150,72.57995605,6982,1.3771212,,,,
1290,160,71.29821777,6843,1.6503297,,,,
1291,170,70.75042725,6778,1.7892241,,,,
1292,180,70.80535889,6648,2.630873,,,,
1293,0,67.20733643,6843,0.9395162,,,,
1294,10,67.09899902,7229,0.60751086,,,,
1295,20,67.34619141,7669,0.5248753,,,,
1296,30,67.09594727,8027,0.46009064,,,,
1297,40,67.65441895,7952,0.421579,,,,
1298,50,67.27905273,7883,0.42066818,,,,
1299,60,67.45147705,7474,0.5094492,,,,
1300,70,67.44537354,7180,1.2340994,,,,
1301,80,67.40875244,7030,2.2124674,,,,
1302,90,67.25158691,6836,2.593242,,,,
1303,100,67.07763672,7222,2.841294,,,,
1304,110,67.27142334,7678,3.5016267,,,,
1305,120,67.11425781,8017,4.0581207,,,,
1306,130,67.5994873,7974,3.8430264,,,,
1307,140,67.22564697,7909,2.511464,,,,
1308,150,67.32635498,7475,2.0992334,,,,
1309,160,67.36450195,7195,1.828942,,,,
1310,170,67.37365723,7040,1.5648161,,,,
1311,180,67.24243164,6843,1.0583497,,,,
1312,0,65.08636475,8472,3.5461514,,,,
1313,10,64.66674805,8456,3.0981343,,,,
1314,20,64.96734619,8125,2.2681756,,,,
1315,30,65.88745117,7912,2.0894177,,,,
1316,40,66.57867432,7315,1.4314492,,,,
1317,50,66.83044434,7297,1.1375682,,,,
1318,60,67.04559326,7743,0.66785973,,,,
1319,70,66.54205322,8016,0.3551486,,,,
1320,80,65.82794189,8327,0.2213287,,,,
1321,90,65.11993408,8473,0.21478929,,,,
1322,100,64.68200684,8458,0.22814223,,,,
1323,110,64.96582031,8137,0.5135374,,,,
1324,120,65.86761475,7924,0.77747685,,,,
1325,130,66.55731201,7322,1.4772964,,,,
1326,140,66.81671143,7298,2.7746508,,,,
1327,150,67.0135498,7733,3.0530467,,,,
1328,160,66.3848877,8024,3.1777737,,,,
1329,170,65.81573486,8342,3.2770445,,,,
1330,180,65.0680542,8441,3.5246997,,,,
1331,0,56.56280518,5881,4.0149384,,,,
1332,10,58.07952881,5747,4.7225294,,,,
1333,20,59.1583252,5546,4.8978086,,,,
1334,30,60.68267822,5206,5.029111,,,,
1335,40,60.76202393,4874,4.8639503,,,,
1336,50,59.24987793,4982,2.9043338,,,,
1337,60,58.11157227,5304,0.9870488,,,,
1338,70,57.40509033,5665,0.8293658,,,,
1339,80,56.77490234,5859,0.7584605,,,,
1340,90,56.58874512,5891,0.71363074,,,,
1341,100,58.10852051,5759,0.64726615,,,,
1342,110,59.20562744,5570,0.8796427,,,,
1343,120,60.62011719,5213,1.1918021,,,,
1344,130,60.71929932,4875,1.361993,,,,
1345,140,59.22546387,4977,1.518286,,,,
1346,150,58.14666748,5303,2.6492305,,,,
1347,160,57.45239258,5672,2.8117824,,,,
1348,170,56.73370361,5860,3.3934548,,,,
1349,180,56.61010742,5856,4.033091,,,,
1350,0,79.48455811,6210,10.154702,,,,
1351,10,79.48913574,6214,8.710767,,,,
1352,20,79.75006104,5993,8.116564,,,,
1353,30,79.93927002,5915,6.619418,,,,
1354,40,80.15289307,5869,5.67596,,,,
1355,50,80.17425537,5998,5.5214205,,,,
1356,60,80.60760498,6051,5.6627717,,,,
1357,70,80.44433594,6134,4.3353777,,,,
1358,80,79.8034668,6191,4.118491,,,,
1359,90,79.48150635,6204,4.4421926,,,,
1360,100,79.50134277,6214,4.6759987,,,,
1361,110,79.7454834,5983,5.6294436,,,,
1362,120,80.00183105,5902,6.896003,,,,
1363,130,80.17578125,5886,7.8410416,,,,
1364,140,80.19866943,5988,8.069789,,,,
1365,150,80.65795898,6030,9.688156,,,,
1366,160,80.44128418,6142,10.752789,,,,
1367,170,79.79736328,6231,10.656007,,,,
1368,180,79.40216064,6205,10.095006,,,,
1369,0,72.35107422,7310,4.617318,,,,
1370,10,72.27172852,7360,4.656817,,,,
1371,20,72.07336426,7457,4.499137,,,,
1372,30,72.27172852,7485,4.030885,,,,
1373,40,73.03466797,7028,3.8039098,,,,
1374,50,72.73101807,7056,3.2838504,,,,
1375,60,72.70050049,7075,3.0771525,,,,
1376,70,72.215271,7090,2.4523487,,,,
1377,80,72.36328125,7256,2.2751715,,,,
1378,90,72.34649658,7331,2.617595,,,,
1379,100,72.28240967,7350,2.4793189,,,,
1380,110,72.00927734,7455,2.3290827,,,,
1381,120,72.23205566,7467,2.516037,,,,
1382,130,73.03771973,7020,2.7393212,,,,
1383,140,72.70355225,7062,2.9947596,,,,
1384,150,72.61505127,7097,3.629815,,,,
1385,160,72.15423584,7090,3.9783256,,,,
1386,170,72.35717773,7244,4.2613482,,,,
1387,180,72.34191895,7351,4.6495476,,,,
1388,0,67.84210205,7935,1.7999449,,,,
1389,10,67.4621582,7837,1.7622765,,,,
1390,20,68.00231934,7571,1.9081808,,,,
1391,30,67.74139404,7551,2.1306574,,,,
1392,40,67.67578125,7454,2.2482662,,,,
1393,50,68.16253662,7516,2.3195426,,,,
1394,60,68.52416992,7611,2.7570662,,,,
1395,70,69.0322876,7756,3.101017,,,,
1396,80,68.23730469,7940,3.1173005,,,,
1397,90,67.8237915,7931,3.1620123,,,,
1398,100,67.46520996,7862,2.4810088,,,,
1399,110,68.04351807,7575,2.30193,,,,
1400,120,67.70019531,7548,2.102152,,,,
1401,130,67.71697998,7468,1.7400078,,,,
1402,140,68.15795898,7504,1.5522192,,,,
1403,150,68.50128174,7618,1.4671013,,,,
1404,160,69.03076172,7765,1.3481891,,,,
1405,170,68.25714111,7941,1.424325,,,,
1406,180,67.82073975,7915,1.7952423,,,,
1407,0,68.49517822,8438,2.172215,,,,
1408,10,68.81713867,8724,2.2108283,,,,
1409,20,69.03686523,8726,2.3554087,,,,
1410,30,69.10858154,8762,2.440517,,,,
1411,40,68.97125244,8592,2.5135002,,,,
1412,50,69.41070557,8510,2.4816263,,,,
1413,60,69.27642822,8557,2.2824702,,,,
1414,70,68.9743042,8529,1.887537,,,,
1415,80,68.35174561,8568,1.5594691,,,,
1416,90,68.49975586,8464,1.5072353,,,,
1417,100,68.88427734,8707,1.083705,,,,
1418,110,69.03686523,8725,0.9299827,,,,
1419,120,69.04602051,8774,1.0188107,,,,
1420,130,69.02313232,8600,0.92952204,,,,
1421,140,69.37103271,8537,1.1869444,,,,
1422,150,69.27490234,8574,1.2918537,,,,
1423,160,68.94989014,8552,1.4101214,,,,
1424,170,68.37921143,8579,1.5841876,,,,
1425,180,68.48754883,8459,2.1663694,,,,
1426,0,65.36254883,8657,1.5106704,,,,
1427,10,65.53192139,8916,1.5429764,,,,
1428,20,66.34979248,8970,1.7143999,,,,
1429,30,66.89147949,8875,1.7005345,,,,
1430,40,66.97387695,8778,1.8952179,,,,
1431,50,66.50238037,8719,1.5898757,,,,
1432,60,66.13769531,8667,1.4621097,,,,
1433,70,65.49682617,8648,1.3817337,,,,
1434,80,65.46936035,8564,1.267692,,,,
1435,90,65.30151367,8687,1.2268591,,,,
1436,100,65.4586792,8928,1.1469485,,,,
1437,110,66.29638672,8984,1.1284281,,,,
1438,120,66.80145264,8901,1.1648778,,,,
1439,130,66.95251465,8775,1.3448029,,,,
1440,140,66.53289795,8707,1.2928022,,,,
1441,150,66.09344482,8673,1.2179402,,,,
1442,160,65.5090332,8658,1.1719168,,,,
1443,170,65.41137695,8577,1.2373692,,,,
1444,180,65.3503418,8692,1.5072699,,,,
1445,0,59.59014893,8341,0.5798392,,,,
1446,10,59.70611572,8122,0.64328283,,,,
1447,20,59.3170166,8113,0.72514284,,,,
1448,30,60.43243408,8169,0.86825687,,,,
1449,40,60.99853516,8521,1.1853617,,,,
1450,50,59.85412598,8812,1.1757832,,,,
1451,60,58.77227783,9007,0.9756164,,,,
1452,70,58.55407715,8830,0.9068875,,,,
1453,80,59.45281982,8520,0.7879778,,,,
1454,90,59.61456299,8346,0.8057817,,,,
1455,100,59.66644287,8134,0.6708548,,,,
1456,110,59.28192139,8122,0.58765435,,,,
1457,120,60.44006348,8168,0.50313044,,,,
1458,130,60.92987061,8533,0.47458607,,,,
1459,140,59.80224609,8824,0.3422864,,,,
1460,150,58.7310791,9007,0.3489071,,,,
1461,160,58.53271484,8827,0.39008883,,,,
1462,170,59.38720703,8545,0.42145523,,,,
1463,180,59.55657959,8332,0.56544197,,,,
1464,0,65.71655273,6299,3.4722238,,,,
1465,10,65.08636475,6206,3.2864292,,,,
1466,20,65.72113037,5980,3.2045538,,,,
1467,30,66.89910889,5896,2.8569064,,,,
1468,40,67.71392822,5833,2.8124855,,,,
1469,50,67.14172363,6005,2.0495548,,,,
1470,60,66.24450684,6254,1.6142296,,,,
1471,70,66.07208252,6381,1.4271774,,,,
1472,80,65.82336426,6421,1.495825,,,,
1473,90,65.73486328,6287,1.533908,,,,
1474,100,65.0680542,6209,1.5686861,,,,
1475,110,65.66162109,5984,1.8183151,,,,
1476,120,66.88690186,5922,3.4645169,,,,
1477,130,67.70629883,5832,4.043661,,,,
1478,140,67.11425781,6028,4.130759,,,,
1479,150,66.24755859,6247,3.9526758,,,,
1480,160,66.06903076,6352,3.88826,,,,
1481,170,65.80505371,6411,3.4877317,,,,
1482,180,65.75469971,6317,3.5146031,,,,
1483,0,62.9196167,5693,8.50793,,,,
1484,10,63.7588501,5448,7.937855,,,,
1485,20,64.03045654,5259,7.602757,,,,
1486,30,64.32495117,5335,6.487673,,,,
1487,40,63.50250244,5581,5.3776145,,,,
1488,50,62.85705566,5686,2.6423714,,,,
1489,60,62.60070801,5911,1.6480136,,,,
1490,70,63.04016113,5789,1.3894234,,,,
1491,80,63.31634521,5761,1.4933499,,,,
1492,90,62.90588379,5710,1.820179,,,,
1493,100,63.65661621,5454,1.9770039,,,,
1494,110,63.99536133,5272,3.2256186,,,,
1495,120,64.28985596,5342,5.013138,,,,
1496,130,63.5848999,5578,5.7169657,,,,
1497,140,62.7822876,5705,6.3120174,,,,
1498,150,62.48931885,5937,7.06323,,,,
1499,160,62.95928955,5831,8.12149,,,,
1500,170,63.28125,5774,8.41985,,,,
1501,180,62.9486084,5699,8.372927,,,,
1502,0,69.02160645,7841,4.748737,,,,
1503,10,69.29931641,7841,4.022027,,,,
1504,20,68.87817383,7786,2.9841936,,,,
1505,30,68.62030029,7501,2.665725,,,,
1506,40,68.74389648,7091,2.0908346,,,,
1507,50,68.76831055,7071,1.8181758,,,,
1508,60,68.90411377,7457,1.0370504,,,,
1509,70,69.72198486,7562,0.913423,,,,
1510,80,68.78662109,7869,0.8307846,,,,
1511,90,69.04144287,7840,0.810234,,,,
1512,100,69.28710938,7839,0.7770696,,,,
1513,110,68.82324219,7788,0.90659875,,,,
1514,120,68.55316162,7508,1.1946658,,,,
1515,130,68.68743896,7098,1.5585476,,,,
1516,140,68.72558594,7103,2.6409416,,,,
1517,150,68.90563965,7449,3.2049077,,,,
1518,160,69.70672607,7551,3.8210514,,,,
1519,170,68.83544922,7846,4.264462,,,,
1520,180,69.03533936,7822,4.83684,,,,
1521,0,53.95965576,5177,3.0109398,,,,
1522,10,53.87420654,5349,2.7896757,,,,
1523,20,53.86199951,5364,2.7281454,,,,
1524,30,54.3548584,5173,2.6932938,,,,
1525,40,54.60205078,5037,2.4926147,,,,
1526,50,54.44030762,5017,2.0944166,,,,
1527,60,53.67584229,5044,2.019711,,,,
1528,70,53.92608643,5136,1.988269,,,,
1529,80,54.25720215,5155,0.860707,,,,
1530,90,53.93371582,5170,0.7166181,,,,
1531,100,53.77502441,5347,0.770386,,,,
1532,110,53.72924805,5365,0.72199905,,,,
1533,120,54.32434082,5181,0.7989339,,,,
1534,130,54.59289551,5036,0.8562198,,,,
1535,140,54.41589355,5026,0.96706116,,,,
1536,150,53.62243652,5048,1.1286117,,,,
1537,160,54.03137207,5147,1.9142797,,,,
1538,170,54.2175293,5151,2.7452269,,,,
1539,180,53.91693115,5211,3.1419466,,,,
1540,0,66.94488525,4337,8.741395,,,,
1541,10,65.9942627,4399,5.9085007,,,,
1542,20,67.06695557,4268,5.0759177,,,,
1543,30,67.22106934,4161,3.531362,,,,
1544,40,65.9362793,4220,2.881509,,,,
1545,50,65.30303955,4221,2.779152,,,,
1546,60,64.63623047,4331,2.1842217,,,,
1547,70,65.36102295,4406,2.070586,,,,
1548,80,66.28265381,4316,4.087658,,,,
1549,90,66.93115234,4348,4.402981,,,,
1550,100,65.92254639,4416,4.1204624,,,,
1551,110,66.99981689,4293,4.602186,,,,
1552,120,67.13562012,4185,4.410015,,,,
1553,130,65.88745117,4225,4.521161,,,,
1554,140,65.21606445,4252,4.7373676,,,,
1555,150,64.65911865,4308,5.576522,,,,
1556,160,65.3793335,4381,5.87679,,,,
1557,170,66.2322998,4315,7.9160347,,,,
1558,180,66.77246094,4352,8.467746,,,,
1559,0,69.82116699,5355,9.558588,,,,
1560,10,69.63043213,5236,8.56977,,,,
1561,20,70.1385498,4991,8.123436,,,,
1562,30,69.96154785,4881,7.7557197,,,,
1563,40,70.39642334,4822,6.9367447,,,,
1564,50,71.44470215,4884,5.746003,,,,
1565,60,71.52557373,5065,4.398624,,,,
1566,70,71.36688232,5270,2.8242545,,,,
1567,80,70.6817627,5329,2.0158625,,,,
1568,90,69.81811523,5363,1.7367595,,,,
1569,100,69.62890625,5234,1.9424156,,,,
1570,110,70.17211914,4999,2.368258,,,,
1571,120,69.93713379,4877,3.6141958,,,,
1572,130,70.33691406,4826,7.7288566,,,,
1573,140,71.31195068,4881,8.973726,,,,
1574,150,71.46453857,5098,8.8485365,,,,
1575,160,71.32110596,5262,10.216198,,,,
1576,170,70.70770264,5291,9.373332,,,,
1577,180,69.87609863,5367,9.32196,,,,
1578,0,67.50946045,6900,2.0953898,,,,
1579,10,68.21746826,7093,3.4115956,,,,
1580,20,67.8894043,7480,4.0036573,,,,
1581,30,68.60656738,7533,6.165527,,,,
1582,40,67.72766113,7879,6.454904,,,,
1583,50,67.20428467,7796,6.2963996,,,,
1584,60,66.83349609,7524,5.2776546,,,,
1585,70,66.2689209,7424,1.9850543,,,,
1586,80,66.3482666,7131,1.0675175,,,,
1587,90,67.51403809,6908,0.87254065,,,,
1588,100,68.24035645,7104,0.65777004,,,,
1589,110,67.88024902,7483,0.534671,,,,
1590,120,68.56384277,7538,0.55906606,,,,
1591,130,67.69104004,7880,0.5275463,,,,
1592,140,67.16461182,7795,0.6648048,,,,
1593,150,66.8258667,7510,0.71534014,,,,
1594,160,66.18041992,7424,0.95591366,,,,
1595,170,66.28875732,7150,1.1652669,,,,
1596,180,67.50488281,6917,2.009225,,,,
1597,0,68.24035645,6516,1.1818987,,,,
1598,10,69.3939209,6649,0.77763706,,,,
1599,20,69.480896,6822,0.5810725,,,,
1600,30,69.64263916,6891,0.3469086,,,,
1601,40,69.3939209,7052,0.3359844,,,,
1602,50,68.11065674,7203,0.2528803,,,,
1603,60,68.5256958,7131,0.43908986,,,,
1604,70,68.08013916,6959,0.95993304,,,,
1605,80,67.29888916,6832,1.8124218,,,,
1606,90,68.20831299,6514,2.3957458,,,,
1607,100,69.33746338,6659,3.7150095,,,,
1608,110,69.40460205,6856,3.9733186,,,,
1609,120,69.52209473,6961,4.5137954,,,,
1610,130,69.36035156,7069,4.951707,,,,
1611,140,68.01757813,7211,4.6408815,,,,
1612,150,68.44482422,7145,4.132438,,,,
1613,160,68.04962158,6963,2.5666218,,,,
1614,170,67.23632813,6833,1.4224758,,,,
1615,180,68.17474365,6538,1.1616433,,,,
1616,0,63.85650635,8531,2.7168505,,,,
1617,10,64.23034668,8409,2.4604032,,,,
1618,20,64.71557617,8211,2.1737204,,,,
1619,30,64.83764648,8155,2.0117514,,,,
1620,40,64.80407715,7638,1.5013932,,,,
1621,50,65.04974365,7642,1.1739947,,,,
1622,60,65.04516602,8131,0.7476156,,,,
1623,70,64.16625977,8360,0.50993407,,,,
1624,80,63.53912354,8587,0.3122082,,,,
1625,90,63.89312744,8527,0.26679385,,,,
1626,100,64.26086426,8413,0.3154367,,,,
1627,110,64.69421387,8225,0.473553,,,,
1628,120,64.82543945,8158,0.64929575,,,,
1629,130,64.83917236,7643,0.95722306,,,,
1630,140,65.08636475,7642,1.4952159,,,,
1631,150,65.04211426,8147,1.8377085,,,,
1632,160,64.20440674,8382,2.228739,,,,
1633,170,63.52996826,8627,2.4047062,,,,
1634,180,63.92669678,8531,2.6434803,,,,
1635,0,64.01977539,5418,6.7701693,,,,
1636,10,63.26904297,5542,7.6156144,,,,
1637,20,63.07678223,5427,7.4964542,,,,
1638,30,63.76495361,5287,7.3068476,,,,
1639,40,65.03143311,4950,6.1973686,,,,
1640,50,65.87219238,4739,4.935464,,,,
1641,60,65.69061279,4979,4.029255,,,,
1642,70,64.52026367,5239,3.1516957,,,,
1643,80,63.88092041,5363,1.6080707,,,,
1644,90,63.90380859,5430,1.8189684,,,,
1645,100,63.16070557,5562,1.5893061,,,,
1646,110,62.95318604,5434,1.7679973,,,,
1647,120,63.70391846,5293,1.9899328,,,,
1648,130,64.97955322,4979,3.731739,,,,
1649,140,65.80505371,4745,5.095797,,,,
1650,150,65.66314697,4990,5.4285293,,,,
1651,160,64.50958252,5238,5.491419,,,,
1652,170,63.89770508,5347,5.987378,,,,
1653,180,64.02893066,5428,6.872636,,,,
1654,0,80.81817627,5701,9.617786,,,,
1655,10,80.75408936,5698,9.523174,,,,
1656,20,80.909729,5549,9.188281,,,,
1657,30,80.88531494,5516,8.7108755,,,,
1658,40,81.23016357,5493,8.464849,,,,
1659,50,80.77850342,5665,7.804991,,,,
1660,60,80.54504395,5925,6.5675325,,,,
1661,70,80.14984131,6006,5.452336,,,,
1662,80,80.50537109,5936,5.65005,,,,
1663,90,80.85327148,5684,5.985734,,,,
1664,100,80.79376221,5684,5.5637174,,,,
1665,110,80.92498779,5552,5.89308,,,,
1666,120,80.86090088,5526,6.609193,,,,
1667,130,81.2210083,5493,7.6327868,,,,
1668,140,80.75714111,5688,7.951744,,,,
1669,150,80.5557251,5955,8.228395,,,,
1670,160,80.13305664,6019,8.663068,,,,
1671,170,80.52215576,5933,8.581936,,,,
1672,180,80.83648682,5686,9.732005,,,,
1673,0,73.35205078,7418,4.7638493,,,,
1674,10,73.09875488,7481,4.5472984,,,,
1675,20,73.23913574,7641,4.440479,,,,
1676,30,73.96392822,7303,4.5519032,,,,
1677,40,74.80773926,7094,4.0015597,,,,
1678,50,74.87792969,6965,3.6960213,,,,
1679,60,74.29199219,7013,3.564797,,,,
1680,70,73.82507324,6958,3.1795857,,,,
1681,80,72.99346924,7435,2.4191427,,,,
1682,90,73.33374023,7423,2.427823,,,,
1683,100,73.10943604,7476,2.2750251,,,,
1684,110,73.2635498,7645,2.608022,,,,
1685,120,73.93798828,7320,2.790309,,,,
1686,130,74.74060059,7119,3.2332172,,,,
1687,140,74.84741211,6992,3.5113318,,,,
1688,150,74.24926758,7027,3.581381,,,,
1689,160,73.78997803,6957,4.198401,,,,
1690,170,73.07434082,7422,4.340761,,,,
1691,180,73.31848145,7440,4.7466846,,,,
1692,0,66.456604,7977,1.2934872,,,,
1693,10,66.41235352,7992,1.2740873,,,,
1694,20,67.13562012,7638,1.598366,,,,
1695,30,67.43774414,7523,1.7310323,,,,
1696,40,66.8182373,7610,2.0293882,,,,
1697,50,66.456604,7656,2.24404,,,,
1698,60,66.67938232,7716,2.5812216,,,,
1699,70,67.0211792,7867,2.6347775,,,,
1700,80,66.38031006,7945,2.4546843,,,,
1701,90,66.4276123,7963,2.4675925,,,,
1702,100,66.40777588,7995,2.0964189,,,,
1703,110,67.02575684,7643,1.9305133,,,,
1704,120,67.34008789,7538,2.044757,,,,
1705,130,66.73583984,7617,1.7831278,,,,
1706,140,66.41540527,7668,1.324622,,,,
1707,150,66.65496826,7727,1.1657897,,,,
1708,160,66.98608398,7866,1.0502306,,,,
1709,170,66.31317139,7974,1.1716305,,,,
1710,180,66.45202637,7971,1.2903872,,,,
1711,0,70.00579834,7918,2.6422386,,,,
1712,10,69.96307373,8186,2.833643,,,,
1713,20,70.17059326,8290,2.8092544,,,,
1714,30,70.2835083,8214,3.0239348,,,,
1715,40,70.57647705,8035,2.9899971,,,,
1716,50,70.0881958,7942,2.8545141,,,,
1717,60,69.59838867,7946,2.6463685,,,,
1718,70,69.27185059,8020,2.1687775,,,,
1719,80,69.92034912,7969,1.814268,,,,
1720,90,69.98748779,7918,1.8662946,,,,
1721,100,69.95544434,8185,1.5530927,,,,
1722,110,70.14007568,8302,1.5881169,,,,
1723,120,70.262146,8210,1.6568402,,,,
1724,130,70.57800293,8035,1.7702745,,,,
1725,140,70.12329102,7950,1.8036624,,,,
1726,150,69.60144043,7935,1.7423637,,,,
1727,160,69.27947998,8024,1.8224846,,,,
1728,170,69.95391846,7962,2.457323,,,,
1729,180,70.02716064,7878,2.6465607,,,,
1730,0,67.68035889,8012,1.7778618,,,,
1731,10,67.9397583,8244,1.8597419,,,,
1732,20,67.10662842,8355,1.8806628,,,,
1733,30,67.03033447,8377,1.5901823,,,,
1734,40,66.95098877,8385,1.5839514,,,,
1735,50,67.22259521,8211,1.5227283,,,,
1736,60,67.61932373,8073,1.5523288,,,,
1737,70,67.2958374,8062,1.4853971,,,,
1738,80,67.06848145,8081,1.4464922,,,,
1739,90,67.64373779,8012,1.425235,,,,
1740,100,67.89245605,8243,1.1637181,,,,
1741,110,67.0791626,8372,1.0854756,,,,
1742,120,66.94793701,8398,1.080714,,,,
1743,130,66.90826416,8402,1.088922,,,,
1744,140,67.24700928,8208,1.094348,,,,
1745,150,67.55828857,8074,1.1646194,,,,
1746,160,67.31262207,8055,1.2536547,,,,
1747,170,67.01965332,8075,1.509083,,,,
1748,180,67.59338379,8020,1.8273143,,,,
1749,0,60.65979004,8384,0.5948967,,,,
1750,10,60.05096436,8389,0.56425667,,,,
1751,20,60.54229736,8292,0.57434547,,,,
1752,30,60.29052734,8400,0.6290047,,,,
1753,40,60.62316895,8567,0.7975893,,,,
1754,50,60.57739258,8835,0.92014617,,,,
1755,60,60.22796631,9023,0.9355397,,,,
1756,70,59.99755859,8990,0.92981386,,,,
1757,80,60.39886475,8729,0.93709755,,,,
1758,90,60.62164307,8413,0.7882932,,,,
1759,100,60.02960205,8398,0.56228834,,,,
1760,110,60.54534912,8312,0.46326312,,,,
1761,120,60.29205322,8402,0.31427565,,,,
1762,130,60.63690186,8563,0.31682137,,,,
1763,140,60.59417725,8835,0.3260425,,,,
1764,150,60.25238037,9006,0.34090388,,,,
1765,160,60.02960205,8976,0.37823868,,,,
1766,170,60.35766602,8739,0.42503563,,,,
1767,180,60.59570313,8403,0.5188091,,,,
1768,0,66.00799561,5985,5.96156,,,,
1769,10,67.43927002,5879,4.7924175,,,,
1770,20,67.78259277,5522,4.5103393,,,,
1771,30,67.27600098,5649,3.8716638,,,,
1772,40,66.6809082,5753,3.4036973,,,,
1773,50,66.92504883,5953,2.3165474,,,,
1774,60,67.32788086,6094,1.9466746,,,,
1775,70,66.39251709,6221,1.8167013,,,,
1776,80,66.13311768,6151,1.6530517,,,,
1777,90,66.0446167,5978,1.6040092,,,,
1778,100,67.42248535,5867,2.4136267,,,,
1779,110,67.8237915,5530,4.436921,,,,
1780,120,67.30651855,5636,5.5667996,,,,
1781,130,66.70532227,5765,5.441251,,,,
1782,140,66.93572998,5973,5.4463835,,,,
1783,150,67.31109619,6063,5.6048527,,,,
1784,160,66.50848389,6178,5.934907,,,,
1785,170,66.19110107,6128,5.8357415,,,,
1786,180,66.05529785,5979,5.950338,,,,
1787,0,61.5737915,5459,5.243078,,,,
1788,10,62.1673584,5343,4.8277783,,,,
1789,20,62.5,5194,4.523344,,,,
1790,30,62.40997314,5072,3.4401698,,,,
1791,40,62.78686523,5259,2.809609,,,,
1792,50,63.12103271,5349,2.3293757,,,,
1793,60,63.12713623,5534,2.1780798,,,,
1794,70,61.62719727,5576,1.303936,,,,
1795,80,61.54174805,5656,1.2406148,,,,
1796,90,61.55700684,5466,1.6614974,,,,
1797,100,62.12921143,5337,1.8283069,,,,
1798,110,62.42523193,5206,3.5676441,,,,
1799,120,62.34130859,5084,4.59595,,,,
1800,130,62.77008057,5279,5.3382277,,,,
1801,140,63.13323975,5345,5.9293666,,,,
1802,150,63.03253174,5552,6.565527,,,,
1803,160,61.68518066,5574,6.4560595,,,,
