image_name,target_angle,predicted_perm1,predicted_perm
tile_r3_c8.tiff,10,0.402426511,23.68250138
tile_r3_c8.tiff,20,0.377505451,22.83518535
tile_r3_c8.tiff,30,0.361216009,22.28134429
tile_r3_c8.tiff,40,0.356695712,22.12765419
tile_r3_c8.tiff,50,0.359410852,22.21996897
tile_r3_c8.tiff,60,0.339901179,21.55664009
tile_r3_c8.tiff,70,0.323006392,20.98221731
tile_r3_c8.tiff,80,0.319787651,20.87278014
tile_r3_c8.tiff,90,0.330811411,21.24758798
tile_r3_c8.tiff,100,0.318879336,20.84189743
tile_r3_c8.tiff,110,0.301897466,20.26451385
tile_r3_c8.tiff,120,0.289298952,19.83616436
tile_r3_c8.tiff,130,0.265582144,19.0297929
tile_r3_c8.tiff,140,0.251924008,18.56541628
tile_r3_c8.tiff,150,0.267998517,19.11194956
tile_r3_c8.tiff,160,0.344515741,21.71353519
tile_r3_c8.tiff,170,0.424680054,24.43912184
tile_r3_c8.tiff,180,0.457518935,25.5556438
tile_r3_c9.tiff,0,0.730492294,34.83673799
tile_r3_c9.tiff,10,0.642707407,31.85205185
tile_r3_c9.tiff,20,0.570051789,29.38176084
tile_r3_c9.tiff,30,0.537473321,28.27409291
tile_r3_c9.tiff,40,0.558678746,28.99507737
tile_r3_c9.tiff,50,0.606905222,30.63477755
tile_r3_c9.tiff,60,0.609702706,30.72989202
tile_r3_c9.tiff,70,0.587660909,29.9804709
tile_r3_c9.tiff,80,0.592289507,30.13784325
tile_r3_c9.tiff,90,0.627544641,31.33651781
tile_r3_c9.tiff,100,0.628600419,31.37241423
tile_r3_c9.tiff,110,0.610592067,30.76013029
tile_r3_c9.tiff,120,0.601578832,30.45368028
tile_r3_c9.tiff,130,0.559992731,29.03975284
tile_r3_c9.tiff,140,0.513629854,27.46341503
tile_r3_c9.tiff,150,0.519164443,27.65159106
tile_r3_c9.tiff,160,0.642760932,31.8538717
tile_r3_c9.tiff,170,0.765707076,36.03404057
tile_r3_c9.tiff,180,0.787243843,36.76629066
tile_r3_c10.tiff,0,0.512777925,27.43444943
tile_r3_c10.tiff,10,0.45953092,25.62405127
tile_r3_c10.tiff,20,0.411893338,24.00437349
tile_r3_c10.tiff,30,0.395481199,23.44636077
tile_r3_c10.tiff,40,0.42001459,24.28049606
tile_r3_c10.tiff,50,0.459674358,25.62892818
tile_r3_c10.tiff,60,0.470905215,26.01077729
tile_r3_c10.tiff,70,0.468465567,25.92782927
tile_r3_c10.tiff,80,0.480466664,26.33586657
tile_r3_c10.tiff,90,0.507597983,27.25833142
tile_r3_c10.tiff,100,0.508035064,27.27319217
tile_r3_c10.tiff,110,0.498253018,26.9406026
tile_r3_c10.tiff,120,0.497445017,26.91313058
tile_r3_c10.tiff,130,0.473397225,26.09550565
tile_r3_c10.tiff,140,0.440984935,24.99348778
tile_r3_c10.tiff,150,0.434386343,24.76913565
tile_r3_c10.tiff,160,0.494749725,26.82149065
tile_r3_c10.tiff,170,0.554249942,28.84449804
tile_r3_c10.tiff,180,0.558994889,29.00582623
tile_r4_c1.tiff,0,0.468660325,25.93445104
tile_r4_c1.tiff,10,0.466841608,25.87261468
tile_r4_c1.tiff,20,0.44090119,24.99064046
tile_r4_c1.tiff,30,0.442203015,25.03490251
tile_r4_c1.tiff,40,0.479966402,26.31885767
tile_r4_c1.tiff,50,0.528182805,27.95821536
tile_r4_c1.tiff,60,0.537055612,28.25989079
tile_r4_c1.tiff,70,0.518967092,27.64488113
tile_r4_c1.tiff,80,0.521034002,27.71515608
tile_r4_c1.tiff,90,0.548070371,28.63439262
tile_r4_c1.tiff,100,0.55184418,28.76270211
tile_r4_c1.tiff,110,0.547313869,28.60867155
tile_r4_c1.tiff,120,0.54820025,28.63880849
tile_r4_c1.tiff,130,0.521783829,27.74065018
tile_r4_c1.tiff,140,0.477689773,26.24145228
tile_r4_c1.tiff,150,0.451509267,25.35131508
tile_r4_c1.tiff,160,0.490853161,26.68900746
tile_r4_c1.tiff,170,0.534148514,28.16104949
tile_r4_c1.tiff,180,0.544485331,28.51250124
tile_r4_c2.tiff,0,0.365677685,22.43304127
tile_r4_c2.tiff,10,0.334189028,21.36242694
tile_r4_c2.tiff,20,0.326057553,21.08595681
tile_r4_c2.tiff,30,0.329823405,21.21399575
tile_r4_c2.tiff,40,0.348919928,21.86327755
tile_r4_c2.tiff,50,0.368940383,22.54397303
tile_r4_c2.tiff,60,0.366193861,22.45059127
tile_r4_c2.tiff,70,0.355449885,22.08529609
tile_r4_c2.tiff,80,0.356476724,22.12020862
tile_r4_c2.tiff,90,0.370453358,22.59541416
tile_r4_c2.tiff,100,0.36458987,22.39605558
tile_r4_c2.tiff,110,0.356212676,22.11123097
tile_r4_c2.tiff,120,0.353370458,22.01459557
tile_r4_c2.tiff,130,0.336858481,21.45318836
tile_r4_c2.tiff,140,0.315260977,20.7188732
tile_r4_c2.tiff,150,0.303499341,20.31897759
tile_r4_c2.tiff,160,0.328004986,21.15216953
tile_r4_c2.tiff,170,0.356063604,22.10616255
tile_r4_c2.tiff,180,0.372093171,22.65116781
tile_r4_c3.tiff,0,0.701967597,33.8668983
tile_r4_c3.tiff,10,0.683436632,33.23684549
tile_r4_c3.tiff,20,0.632270038,31.4971813
tile_r4_c3.tiff,30,0.617150903,30.98313069
tile_r4_c3.tiff,40,0.652668893,32.19074237
tile_r4_c3.tiff,50,0.711879849,34.20391488
tile_r4_c3.tiff,60,0.715532184,34.32809424
tile_r4_c3.tiff,70,0.686322033,33.33494914
tile_r4_c3.tiff,80,0.688662708,33.41453207
tile_r4_c3.tiff,90,0.72688508,34.71409273
tile_r4_c3.tiff,100,0.725300491,34.66021669
tile_r4_c3.tiff,110,0.698148251,33.73704052
tile_r4_c3.tiff,120,0.674039543,32.91734445
tile_r4_c3.tiff,130,0.613278925,30.85148346
tile_r4_c3.tiff,140,0.545024395,28.53082943
tile_r4_c3.tiff,150,0.529348731,27.99785686
tile_r4_c3.tiff,160,0.646021068,31.96471632
tile_r4_c3.tiff,170,0.771509826,36.23133409
tile_r4_c3.tiff,180,0.809076607,37.50860465
tile_r4_c4.tiff,0,0.599851608,30.39495468
tile_r4_c4.tiff,10,0.546324909,28.5750469
tile_r4_c4.tiff,20,0.503281534,27.11157215
tile_r4_c4.tiff,30,0.486951262,26.5563429
tile_r4_c4.tiff,40,0.505761027,27.19587493
tile_r4_c4.tiff,50,0.538888395,28.32220542
tile_r4_c4.tiff,60,0.532571316,28.10742474
tile_r4_c4.tiff,70,0.506014884,27.20450604
tile_r4_c4.tiff,80,0.503995121,27.1358341
tile_r4_c4.tiff,90,0.530892193,28.05033457
tile_r4_c4.tiff,100,0.529456377,28.00151682
tile_r4_c4.tiff,110,0.514683485,27.49923849
tile_r4_c4.tiff,120,0.507608652,27.25869417
tile_r4_c4.tiff,130,0.474867016,26.14547855
tile_r4_c4.tiff,140,0.437201023,24.86483479
tile_r4_c4.tiff,150,0.436697274,24.84770733
tile_r4_c4.tiff,160,0.527131498,27.92247093
tile_r4_c4.tiff,170,0.619601786,31.06646073
tile_r4_c4.tiff,180,0.644909263,31.92691493
tile_r4_c5.tiff,0,0.787725985,36.78268349
tile_r4_c5.tiff,10,0.688129723,33.39641058
tile_r4_c5.tiff,20,0.598442614,30.34704888
tile_r4_c5.tiff,30,0.555653989,28.89223564
tile_r4_c5.tiff,40,0.576376498,29.59680092
tile_r4_c5.tiff,50,0.631960392,31.48665333
tile_r4_c5.tiff,60,0.642884672,31.85807884
tile_r4_c5.tiff,70,0.634364486,31.56839252
tile_r4_c5.tiff,80,0.649352252,32.07797658
tile_r4_c5.tiff,90,0.688755274,33.41767931
tile_r4_c5.tiff,100,0.68439883,33.26956022
tile_r4_c5.tiff,110,0.652699232,32.19177389
tile_r4_c5.tiff,120,0.629177988,31.39205158
tile_r4_c5.tiff,130,0.571675777,29.43697643
tile_r4_c5.tiff,140,0.517032802,27.57911527
tile_r4_c5.tiff,150,0.52847445,27.9681313
tile_r4_c5.tiff,160,0.679654896,33.10826647
tile_r4_c5.tiff,170,0.831561208,38.27308106
tile_r4_c5.tiff,180,0.857064664,39.14019859
tile_r4_c6.tiff,0,0.69266206,33.55051005
tile_r4_c6.tiff,10,0.587843239,29.98667014
tile_r4_c6.tiff,20,0.509728611,27.33077276
tile_r4_c6.tiff,30,0.473855227,26.11107773
tile_r4_c6.tiff,40,0.494856834,26.82513237
tile_r4_c6.tiff,50,0.544623017,28.51718259
tile_r4_c6.tiff,60,0.557504892,28.95516634
tile_r4_c6.tiff,70,0.554433227,28.8507297
tile_r4_c6.tiff,80,0.569585741,29.36591518
tile_r4_c6.tiff,90,0.603774071,30.52831841
tile_r4_c6.tiff,100,0.601092517,30.43714559
tile_r4_c6.tiff,110,0.578945696,29.68415368
tile_r4_c6.tiff,120,0.566300154,29.25420523
tile_r4_c6.tiff,130,0.524069905,27.81837678
tile_r4_c6.tiff,140,0.480817229,26.34778577
tile_r4_c6.tiff,150,0.4880822,26.59479481
tile_r4_c6.tiff,160,0.60456717,30.55528378
tile_r4_c6.tiff,170,0.719589651,34.46604812
tile_r4_c6.tiff,180,0.733947933,34.95422971
tile_r4_c7.tiff,0,0.45744732,25.55320889
tile_r4_c7.tiff,10,0.435241967,24.79822689
tile_r4_c7.tiff,20,0.434670329,24.77879119
tile_r4_c7.tiff,30,0.439588517,24.94600958
tile_r4_c7.tiff,40,0.451303214,25.34430927
tile_r4_c7.tiff,50,0.461501718,25.6910584
tile_r4_c7.tiff,60,0.437290043,24.86786145
tile_r4_c7.tiff,70,0.396556288,23.48291379
tile_r4_c7.tiff,80,0.382013828,22.98847014
tile_r4_c7.tiff,90,0.398417234,23.54618597
tile_r4_c7.tiff,100,0.396673381,23.48689497
tile_r4_c7.tiff,110,0.391949624,23.32628721
tile_r4_c7.tiff,120,0.390692562,23.2835471
tile_r4_c7.tiff,130,0.371737808,22.63908547
tile_r4_c7.tiff,140,0.345958143,21.76257688
tile_r4_c7.tiff,150,0.335901737,21.42065907
tile_r4_c7.tiff,160,0.381331533,22.96527213
tile_r4_c7.tiff,170,0.4340038,24.75612921
tile_r4_c7.tiff,180,0.468231708,25.91987807
tile_r4_c8.tiff,0,0.818692327,37.8355391
tile_r4_c8.tiff,10,0.699692011,33.78952837
tile_r4_c8.tiff,20,0.615855157,30.93907535
tile_r4_c8.tiff,30,0.57482636,29.54409623
tile_r4_c8.tiff,40,0.592704475,30.15195215
tile_r4_c8.tiff,50,0.643673062,31.88488412
tile_r4_c8.tiff,60,0.647896171,32.0284698
tile_r4_c8.tiff,70,0.631352484,31.46598446
tile_r4_c8.tiff,80,0.641269565,31.8031652
tile_r4_c8.tiff,90,0.679431975,33.10068715
tile_r4_c8.tiff,100,0.674710393,32.94015336
tile_r4_c8.tiff,110,0.643111885,31.86580408
tile_r4_c8.tiff,120,0.618818998,31.03984594
tile_r4_c8.tiff,130,0.560456097,29.0555073
tile_r4_c8.tiff,140,0.505867064,27.19948018
tile_r4_c8.tiff,150,0.518068194,27.61431861
tile_r4_c8.tiff,160,0.672444761,32.86312187
tile_r4_c8.tiff,170,0.828656495,38.17432082
tile_r4_c8.tiff,180,0.861057401,39.27595162
tile_r4_c9.tiff,0,0.591791391,30.12090731
tile_r4_c9.tiff,10,0.54753536,28.61620224
tile_r4_c9.tiff,20,0.486331731,26.53527886
tile_r4_c9.tiff,30,0.463510841,25.7593686
tile_r4_c9.tiff,40,0.494166583,26.80166382
tile_r4_c9.tiff,50,0.548611045,28.65277553
tile_r4_c9.tiff,60,0.566393912,29.257393
tile_r4_c9.tiff,70,0.566985488,29.27750659
tile_r4_c9.tiff,80,0.583710134,29.84614456
tile_r4_c9.tiff,90,0.616156757,30.94932973
tile_r4_c9.tiff,100,0.611942232,30.80603588
tile_r4_c9.tiff,110,0.588826835,30.0201124
tile_r4_c9.tiff,120,0.572906077,29.47880661
tile_r4_c9.tiff,130,0.528209507,27.95912325
tile_r4_c9.tiff,140,0.479308635,26.29649359
tile_r4_c9.tiff,150,0.472194403,26.05460972
tile_r4_c9.tiff,160,0.563600838,29.1624285
tile_r4_c9.tiff,170,0.657228768,32.34577811
tile_r4_c9.tiff,180,0.672128737,32.85237706
tile_r4_c10.tiff,0,0.503394127,27.11540031
tile_r4_c10.tiff,10,0.422416836,24.36217242
tile_r4_c10.tiff,20,0.394366026,23.40844488
tile_r4_c10.tiff,30,0.3800928,22.92315519
tile_r4_c10.tiff,40,0.383867383,23.05149102
tile_r4_c10.tiff,50,0.395372093,23.44265115
tile_r4_c10.tiff,60,0.381198823,22.96076
tile_r4_c10.tiff,70,0.36296466,22.34079844
tile_r4_c10.tiff,80,0.360537142,22.25826281
tile_r4_c10.tiff,90,0.376009583,22.78432584
tile_r4_c10.tiff,100,0.367760092,22.50384313
tile_r4_c10.tiff,110,0.353314877,22.0127058
tile_r4_c10.tiff,120,0.345356911,21.74213499
tile_r4_c10.tiff,130,0.323404282,20.9957456
tile_r4_c10.tiff,140,0.305213392,20.37725532
tile_r4_c10.tiff,150,0.31444779,20.69122487
tile_r4_c10.tiff,160,0.38577193,23.11624563
tile_r4_c10.tiff,170,0.459250063,25.61450213
tile_r4_c10.tiff,180,0.486178547,26.5300706
tile_r5_c1.tiff,0,0.569900453,29.37661541
tile_r5_c1.tiff,10,0.543893158,28.49236739
tile_r5_c1.tiff,20,0.532863617,28.11736298
tile_r5_c1.tiff,30,0.525559008,27.86900628
tile_r5_c1.tiff,40,0.524235129,27.8239944
tile_r5_c1.tiff,50,0.527585268,27.93789911
tile_r5_c1.tiff,60,0.490800172,26.68720585
tile_r5_c1.tiff,70,0.439846039,24.95476532
tile_r5_c1.tiff,80,0.422324538,24.3590343
tile_r5_c1.tiff,90,0.442097813,25.03132564
tile_r5_c1.tiff,100,0.436820179,24.85188609
tile_r5_c1.tiff,110,0.420941621,24.31201512
tile_r5_c1.tiff,120,0.405464977,23.78580922
tile_r5_c1.tiff,130,0.369369388,22.55855918
tile_r5_c1.tiff,140,0.335981905,21.42338479
tile_r5_c1.tiff,150,0.338191181,21.49850017
tile_r5_c1.tiff,160,0.430937171,24.65186381
tile_r5_c1.tiff,170,0.535875857,28.21977913
tile_r5_c1.tiff,180,0.591989458,30.12764156
tile_r5_c2.tiff,0,0.457872152,25.56765318
tile_r5_c2.tiff,10,0.398371905,23.54464477
tile_r5_c2.tiff,20,0.363435864,22.35681939
tile_r5_c2.tiff,30,0.35297209,22.00105107
tile_r5_c2.tiff,40,0.373487085,22.69856089
tile_r5_c2.tiff,50,0.403076887,23.70461416
tile_r5_c2.tiff,60,0.408904076,23.90273857
tile_r5_c2.tiff,70,0.403355986,23.71410352
tile_r5_c2.tiff,80,0.411134809,23.97858351
tile_r5_c2.tiff,90,0.433644801,24.74392325
tile_r5_c2.tiff,100,0.435124934,24.79424775
tile_r5_c2.tiff,110,0.431505293,24.67117995
tile_r5_c2.tiff,120,0.436626494,24.84530079
tile_r5_c2.tiff,130,0.422502011,24.36506838
tile_r5_c2.tiff,140,0.398617417,23.55299217
tile_r5_c2.tiff,150,0.391462415,23.30972213
tile_r5_c2.tiff,160,0.432777762,24.71444392
tile_r5_c2.tiff,170,0.472903281,26.07871157
tile_r5_c2.tiff,180,0.476027519,26.18493563
tile_r5_c3.tiff,0,0.528784454,27.97867143
tile_r5_c3.tiff,10,0.476124972,26.18824905
tile_r5_c3.tiff,20,0.440320939,24.97091192
tile_r5_c3.tiff,30,0.432169974,24.69377911
tile_r5_c3.tiff,40,0.461129397,25.6783995
tile_r5_c3.tiff,50,0.501970589,27.06700003
tile_r5_c3.tiff,60,0.506842613,27.23264885
tile_r5_c3.tiff,70,0.490236729,26.6680488
tile_r5_c3.tiff,80,0.492077857,26.73064715
tile_r5_c3.tiff,90,0.517468393,27.59392536
tile_r5_c3.tiff,100,0.519744575,27.67131555
tile_r5_c3.tiff,110,0.513913751,27.47306752
tile_r5_c3.tiff,120,0.515616953,27.53097641
tile_r5_c3.tiff,130,0.492344707,26.73972005
tile_r5_c3.tiff,140,0.456062406,25.50612181
tile_r5_c3.tiff,150,0.442293674,25.03798491
tile_r5_c3.tiff,160,0.4963018,26.8742612
tile_r5_c3.tiff,170,0.551995099,28.76783335
tile_r5_c3.tiff,180,0.562860548,29.13725865
tile_r5_c4.tiff,0,0.385667533,23.11269611
tile_r5_c4.tiff,10,0.315314144,20.72068089
tile_r5_c4.tiff,20,0.295006037,20.03020525
tile_r5_c4.tiff,30,0.286702037,19.74786925
tile_r5_c4.tiff,40,0.2923204,19.93889362
tile_r5_c4.tiff,50,0.301754743,20.25966126
tile_r5_c4.tiff,60,0.294979423,20.02930039
tile_r5_c4.tiff,70,0.289225429,19.8336646
tile_r5_c4.tiff,80,0.293235719,19.97001445
tile_r5_c4.tiff,90,0.30588302,20.40002269
tile_r5_c4.tiff,100,0.300117433,20.20399272
tile_r5_c4.tiff,110,0.29334712,19.97380209
tile_r5_c4.tiff,120,0.293695301,19.98564023
tile_r5_c4.tiff,130,0.283326834,19.63311237
tile_r5_c4.tiff,140,0.273427874,19.29654771
tile_r5_c4.tiff,150,0.2769216,19.4153344
tile_r5_c4.tiff,160,0.313859612,20.6712268
tile_r5_c4.tiff,170,0.350628287,21.92136174
tile_r5_c4.tiff,180,0.36257413,22.32752043
tile_r5_c5.tiff,0,0.580859303,29.74921632
tile_r5_c5.tiff,10,0.572283685,29.4576453
tile_r5_c5.tiff,20,0.545127869,28.53434753
tile_r5_c5.tiff,30,0.540253162,28.36860752
tile_r5_c5.tiff,40,0.566421032,29.25831509
tile_r5_c5.tiff,50,0.604779303,30.5624963
tile_r5_c5.tiff,60,0.596957207,30.29654503
tile_r5_c5.tiff,70,0.563281,29.15155399
tile_r5_c5.tiff,80,0.559381008,29.01895428
tile_r5_c5.tiff,90,0.589082301,30.02879822
tile_r5_c5.tiff,100,0.589012086,30.02641094
tile_r5_c5.tiff,110,0.57371825,29.50642049
tile_r5_c5.tiff,120,0.560179293,29.04609597
tile_r5_c5.tiff,130,0.516997278,27.57790744
tile_r5_c5.tiff,140,0.464725375,25.80066276
tile_r5_c5.tiff,150,0.447362393,25.21032137
tile_r5_c5.tiff,160,0.528311908,27.96260488
tile_r5_c5.tiff,170,0.61874944,31.03748095
tile_r5_c5.tiff,180,0.654397726,32.24952269
tile_r5_c6.tiff,0,0.547808826,28.62550008
tile_r5_c6.tiff,10,0.525754631,27.87565744
tile_r5_c6.tiff,20,0.503773808,27.12830949
tile_r5_c6.tiff,30,0.498158276,26.93738139
tile_r5_c6.tiff,40,0.515299201,27.52017283
tile_r5_c6.tiff,50,0.540715337,28.38432145
tile_r5_c6.tiff,60,0.526680529,27.90713799
tile_r5_c6.tiff,70,0.495063454,26.83215743
tile_r5_c6.tiff,80,0.489750236,26.65150803
tile_r5_c6.tiff,90,0.513551533,27.46075213
tile_r5_c6.tiff,100,0.508786201,27.29873085
tile_r5_c6.tiff,110,0.490445763,26.67515594
tile_r5_c6.tiff,120,0.474880844,26.14594871
tile_r5_c6.tiff,130,0.435884863,24.82008535
tile_r5_c6.tiff,140,0.394235283,23.40399963
tile_r5_c6.tiff,150,0.386451542,23.13935244
tile_r5_c6.tiff,160,0.466880471,25.873936
tile_r5_c6.tiff,170,0.556130648,28.90844202
tile_r5_c6.tiff,180,0.59486413,30.22538042
tile_r5_c7.tiff,0,0.708472133,34.08805251
tile_r5_c7.tiff,10,0.639882505,31.75600517
tile_r5_c7.tiff,20,0.555046976,28.87159717
tile_r5_c7.tiff,30,0.521260083,27.72284281
tile_r5_c7.tiff,40,0.557443082,28.9530648
tile_r5_c7.tiff,50,0.627136886,31.32265413
tile_r5_c7.tiff,60,0.652368248,32.18052042
tile_r5_c7.tiff,70,0.6535182,32.2196188
tile_r5_c7.tiff,80,0.673666775,32.90467036
tile_r5_c7.tiff,90,0.713946164,34.27416956
tile_r5_c7.tiff,100,0.712898493,34.23854876
tile_r5_c7.tiff,110,0.686954498,33.35645294
tile_r5_c7.tiff,120,0.670017064,32.78058016
tile_r5_c7.tiff,130,0.61722523,30.98565781
tile_r5_c7.tiff,140,0.558614016,28.99287653
tile_r5_c7.tiff,150,0.554426968,28.85051692
tile_r5_c7.tiff,160,0.673733175,32.90692794
tile_r5_c7.tiff,170,0.792967975,36.96091115
tile_r5_c7.tiff,180,0.804151356,37.34114611
tile_r5_c8.tiff,0,0.627305388,31.32838321
tile_r5_c8.tiff,10,0.595837295,30.25846803
tile_r5_c8.tiff,20,0.565671265,29.23282301
tile_r5_c8.tiff,30,0.555623114,28.89118588
tile_r5_c8.tiff,40,0.573370993,29.49461377
tile_r5_c8.tiff,50,0.603115499,30.50592697
tile_r5_c8.tiff,60,0.585434318,29.9047668
tile_r5_c8.tiff,70,0.540639997,28.38175988
tile_r5_c8.tiff,80,0.529797196,28.01310468
tile_r5_c8.tiff,90,0.558243573,28.98028147
tile_r5_c8.tiff,100,0.559259593,29.01482618
tile_r5_c8.tiff,110,0.547364533,28.61039412
tile_r5_c8.tiff,120,0.539467931,28.34190965
tile_r5_c8.tiff,130,0.502759159,27.09381139
tile_r5_c8.tiff,140,0.45807305,25.57448369
tile_r5_c8.tiff,150,0.450373024,25.31268281
tile_r5_c8.tiff,160,0.542732894,28.45291841
tile_r5_c8.tiff,170,0.642201006,31.83483422
tile_r5_c8.tiff,180,0.680878758,33.14987779
tile_r5_c9.tiff,0,0.599082708,30.36881208
tile_r5_c9.tiff,10,0.586015344,29.92452168
tile_r5_c9.tiff,20,0.578560591,29.67106009
tile_r5_c9.tiff,30,0.574936092,29.54782712
tile_r5_c9.tiff,40,0.576599717,29.60439038
tile_r5_c9.tiff,50,0.58144486,29.76912522
tile_r5_c9.tiff,60,0.539023399,28.32679558
tile_r5_c9.tiff,70,0.472015113,26.04851383
tile_r5_c9.tiff,80,0.446189761,25.17045188
tile_r5_c9.tiff,90,0.468725532,25.9366681
tile_r5_c9.tiff,100,0.46989736,25.97651023
tile_r5_c9.tiff,110,0.461975724,25.7071746
tile_r5_c9.tiff,120,0.455376983,25.48281741
tile_r5_c9.tiff,130,0.423787028,24.40875894
tile_r5_c9.tiff,140,0.387758255,23.18378067
tile_r5_c9.tiff,150,0.384854525,23.08505386
tile_r5_c9.tiff,160,0.475805521,26.17738771
tile_r5_c9.tiff,170,0.578043699,29.65348577
tile_r5_c9.tiff,180,0.634538829,31.5743202
tile_r5_c10.tiff,0,0.640818119,31.78781605
tile_r5_c10.tiff,10,0.56465292,29.19819927
tile_r5_c10.tiff,20,0.514615357,27.49692214
tile_r5_c10.tiff,30,0.492728561,26.75277108
tile_r5_c10.tiff,40,0.508123279,27.27619147
tile_r5_c10.tiff,50,0.541033089,28.39512503
tile_r5_c10.tiff,60,0.534501731,28.17305887
tile_r5_c10.tiff,70,0.509427547,27.32053661
tile_r5_c10.tiff,80,0.508973479,27.3050983
tile_r5_c10.tiff,90,0.537040472,28.25937605
tile_r5_c10.tiff,100,0.535230458,28.19783556
tile_r5_c10.tiff,110,0.518954694,27.64445961
tile_r5_c10.tiff,120,0.509997845,27.33992672
tile_r5_c10.tiff,130,0.474816561,26.14376307
tile_r5_c10.tiff,140,0.43692261,24.85536873
tile_r5_c10.tiff,150,0.440695137,24.98363465
tile_r5_c10.tiff,160,0.542019725,28.42867064
tile_r5_c10.tiff,170,0.645276129,31.93938839
tile_r5_c10.tiff,180,0.672029614,32.84900689
tile_r6_c1.tiff,0,0.814918518,37.70722961
tile_r6_c1.tiff,10,0.741830766,35.22224605
tile_r6_c1.tiff,20,0.685008287,33.29028177
tile_r6_c1.tiff,30,0.651040375,32.13537276
tile_r6_c1.tiff,40,0.648350656,32.04392231
tile_r6_c1.tiff,50,0.669041455,32.74740946
tile_r6_c1.tiff,60,0.637628615,31.67937291
tile_r6_c1.tiff,70,0.582276464,29.79739976
tile_r6_c1.tiff,80,0.56877315,29.33828712
tile_r6_c1.tiff,90,0.603310227,30.51254773
tile_r6_c1.tiff,100,0.603885591,30.5321101
tile_r6_c1.tiff,110,0.583082736,29.82481301
tile_r6_c1.tiff,120,0.56514883,29.21506023
tile_r6_c1.tiff,130,0.514086187,27.47893035
tile_r6_c1.tiff,140,0.466684341,25.86726761
tile_r6_c1.tiff,150,0.48182109,26.38191706
tile_r6_c1.tiff,160,0.640233755,31.76794767
tile_r6_c1.tiff,170,0.805939019,37.40192664
tile_r6_c1.tiff,180,0.862615764,39.32893598
tile_r6_c2.tiff,0,0.427659005,24.54040617
tile_r6_c2.tiff,10,0.417418271,24.19222122
tile_r6_c2.tiff,20,0.385705203,23.1139769
tile_r6_c2.tiff,30,0.383712769,23.04623413
tile_r6_c2.tiff,40,0.419415206,24.26011699
tile_r6_c2.tiff,50,0.465448171,25.82523781
tile_r6_c2.tiff,60,0.479839355,26.31453806
tile_r6_c2.tiff,70,0.46787405,25.9077177
tile_r6_c2.tiff,80,0.473198146,26.08873695
tile_r6_c2.tiff,90,0.500783205,27.02662897
tile_r6_c2.tiff,100,0.51111722,27.37798548
tile_r6_c2.tiff,110,0.519224882,27.65364599
tile_r6_c2.tiff,120,0.535410523,28.2039578
tile_r6_c2.tiff,130,0.525223196,27.85758865
tile_r6_c2.tiff,140,0.491293073,26.70396447
tile_r6_c2.tiff,150,0.466204822,25.85096395
tile_r6_c2.tiff,160,0.486684501,26.54727304
tile_r6_c2.tiff,170,0.505657375,27.19235075
tile_r6_c2.tiff,180,0.498999864,26.96599537
tile_r6_c3.tiff,0,0.360513359,22.25745422
tile_r6_c3.tiff,10,0.317453474,20.79341811
tile_r6_c3.tiff,20,0.284164131,19.66158044
tile_r6_c3.tiff,30,0.270485371,19.19650263
tile_r6_c3.tiff,40,0.279770881,19.51220995
tile_r6_c3.tiff,50,0.297287881,20.10778797
tile_r6_c3.tiff,60,0.302768439,20.29412693
tile_r6_c3.tiff,70,0.307681054,20.46115583
tile_r6_c3.tiff,80,0.319517523,20.86359578
tile_r6_c3.tiff,90,0.337352365,21.46998042
tile_r6_c3.tiff,100,0.337407172,21.47184384
tile_r6_c3.tiff,110,0.334469825,21.37197405
tile_r6_c3.tiff,120,0.339535385,21.5442031
tile_r6_c3.tiff,130,0.330892891,21.25035828
tile_r6_c3.tiff,140,0.3186315,20.833471
tile_r6_c3.tiff,150,0.320176154,20.88598925
tile_r6_c3.tiff,160,0.354596704,22.05628794
tile_r6_c3.tiff,170,0.385423541,23.1044004
tile_r6_c3.tiff,180,0.384088188,23.05899841
tile_r6_c4.tiff,0,0.536227703,28.23174191
tile_r6_c4.tiff,10,0.503465056,27.11781192
tile_r6_c4.tiff,20,0.479131907,26.29048485
tile_r6_c4.tiff,30,0.47404924,26.11767417
tile_r6_c4.tiff,40,0.494018376,26.79662478
tile_r6_c4.tiff,50,0.521382034,27.72698915
tile_r6_c4.tiff,60,0.509187281,27.31236756
tile_r6_c4.tiff,70,0.473810107,26.10954362
tile_r6_c4.tiff,80,0.464949131,25.80827045
tile_r6_c4.tiff,90,0.488429278,26.60659546
tile_r6_c4.tiff,100,0.489645004,26.64793015
tile_r6_c4.tiff,110,0.482971966,26.42104685
tile_r6_c4.tiff,120,0.482648432,26.4100467
tile_r6_c4.tiff,130,0.458446264,25.58717299
tile_r6_c4.tiff,140,0.424077839,24.41864651
tile_r6_c4.tiff,150,0.415130883,24.11445004
tile_r6_c4.tiff,160,0.480660707,26.34246403
tile_r6_c4.tiff,170,0.54981631,28.69375455
tile_r6_c4.tiff,180,0.575630784,29.57144666
tile_r6_c5.tiff,0,0.691043139,33.49546671
tile_r6_c5.tiff,10,0.641576767,31.81361008
tile_r6_c5.tiff,20,0.607855618,30.66709101
tile_r6_c5.tiff,30,0.589725792,30.05067694
tile_r6_c5.tiff,40,0.594892263,30.22633696
