angle,Porosity,Surface_Area,Permeability_X,augmented,aug_perm,image_name
30,65.14282227,8112,1.2141935,2.1231327,0.089645311,745
40,64.53704834,8292,1.5484359,2.129678,0.089938228,745
50,64.35089111,8484,1.7876524,2.1000094,0.088610493,745
60,65.24963379,8473,2.1231327,2.2035823,0.093245606,745
70,65.13977051,8495,2.129678,2.04701,0.086238655,745
80,65.51513672,8687,2.1000094,1.8513081,0.077480569,745
90,64.33410645,8470,2.2035823,1.6253499,0.067368448,745
100,65.01464844,8381,2.04701,1.1786282,0.047376679,745
110,65.24963379,8078,1.8513081,1.0002285,0.039392905,745
120,65.1260376,8108,1.6253499,0.8911033,0.034509314,745
130,64.55383301,8292,1.1786282,0.84491605,0.032442334,745
140,64.42718506,8470,1.0002285,0.80084616,0.030470111,745
150,65.22979736,8494,0.8911033,0.814913,0.031099633,745
160,65.20080566,8492,0.84491605,0.83038634,0.031792098,745
170,65.52276611,8665,0.80084616,0.8498696,0.032664017,745
180,64.36462402,8470,0.814913,1.0472572,0.041497541,745
0,64.33868408,8459,0.83038634,1.5484359,0.063926379,746
10,65.02685547,8387,0.8498696,1.7876524,0.074631838,746
20,65.24658203,8061,1.0472572,2.1231327,0.089645311,746
30,65.14282227,8112,1.2141935,2.129678,0.089938228,746
40,64.53704834,8292,1.5484359,2.1000094,0.088610493,746
50,64.35089111,8484,1.7876524,2.2035823,0.093245606,746
60,65.24963379,8473,2.1231327,2.04701,0.086238655,746
70,65.13977051,8495,2.129678,1.8513081,0.077480569,746
80,65.51513672,8687,2.1000094,1.6253499,0.067368448,746
90,64.33410645,8470,2.2035823,1.1786282,0.047376679,746
100,65.01464844,8381,2.04701,1.0002285,0.039392905,746
110,65.24963379,8078,1.8513081,0.8911033,0.034509314,746
120,65.1260376,8108,1.6253499,0.84491605,0.032442334,746
130,64.55383301,8292,1.1786282,0.80084616,0.030470111,746
140,64.42718506,8470,1.0002285,0.814913,0.031099633,746
150,65.22979736,8494,0.8911033,0.83038634,0.031792098,746
160,65.20080566,8492,0.84491605,0.8498696,0.032664017,746
170,65.52276611,8665,0.80084616,1.0472572,0.041497541,746
180,64.36462402,8470,0.814913,1.2141935,0.048968304,746
0,64.33868408,8459,0.83038634,1.7876524,0.074631838,747
10,65.02685547,8387,0.8498696,2.1231327,0.089645311,747
20,65.24658203,8061,1.0472572,2.129678,0.089938228,747
30,65.14282227,8112,1.2141935,2.1000094,0.088610493,747
40,64.53704834,8292,1.5484359,2.2035823,0.093245606,747
50,64.35089111,8484,1.7876524,2.04701,0.086238655,747
60,65.24963379,8473,2.1231327,1.8513081,0.077480569,747
70,65.13977051,8495,2.129678,1.6253499,0.067368448,747
80,65.51513672,8687,2.1000094,1.1786282,0.047376679,747
90,64.33410645,8470,2.2035823,1.0002285,0.039392905,747
100,65.01464844,8381,2.04701,0.8911033,0.034509314,747
110,65.24963379,8078,1.8513081,0.84491605,0.032442334,747
120,65.1260376,8108,1.6253499,0.80084616,0.030470111,747
130,64.55383301,8292,1.1786282,0.814913,0.031099633,747
140,64.42718506,8470,1.0002285,0.83038634,0.031792098,747
150,65.22979736,8494,0.8911033,0.8498696,0.032664017,747
160,65.20080566,8492,0.84491605,1.0472572,0.041497541,747
170,65.52276611,8665,0.80084616,1.2141935,0.048968304,747
180,64.36462402,8470,0.814913,1.5484359,0.063926379,747
0,64.33868408,8459,0.83038634,2.1231327,0.089645311,748
10,65.02685547,8387,0.8498696,2.129678,0.089938228,748
20,65.24658203,8061,1.0472572,2.1000094,0.088610493,748
30,65.14282227,8112,1.2141935,2.2035823,0.093245606,748
40,64.53704834,8292,1.5484359,2.04701,0.086238655,748
50,64.35089111,8484,1.7876524,1.8513081,0.077480569,748
60,65.24963379,8473,2.1231327,1.6253499,0.067368448,748
70,65.13977051,8495,2.129678,1.1786282,0.047376679,748
80,65.51513672,8687,2.1000094,1.0002285,0.039392905,748
90,64.33410645,8470,2.2035823,0.8911033,0.034509314,748
100,65.01464844,8381,2.04701,0.84491605,0.032442334,748
110,65.24963379,8078,1.8513081,0.80084616,0.030470111,748
120,65.1260376,8108,1.6253499,0.814913,0.031099633,748
130,64.55383301,8292,1.1786282,0.83038634,0.031792098,748
140,64.42718506,8470,1.0002285,0.8498696,0.032664017,748
150,65.22979736,8494,0.8911033,1.0472572,0.041497541,748
160,65.20080566,8492,0.84491605,1.2141935,0.048968304,748
170,65.52276611,8665,0.80084616,1.5484359,0.063926379,748
180,64.36462402,8470,0.814913,1.7876524,0.074631838,748
0,64.33868408,8459,0.83038634,2.129678,0.089938228,749
10,65.02685547,8387,0.8498696,2.1000094,0.088610493,749
20,65.24658203,8061,1.0472572,2.2035823,0.093245606,749
30,65.14282227,8112,1.2141935,2.04701,0.086238655,749
40,64.53704834,8292,1.5484359,1.8513081,0.077480569,749
50,64.35089111,8484,1.7876524,1.6253499,0.067368448,749
60,65.24963379,8473,2.1231327,1.1786282,0.047376679,749
70,65.13977051,8495,2.129678,1.0002285,0.039392905,749
80,65.51513672,8687,2.1000094,0.8911033,0.034509314,749
90,64.33410645,8470,2.2035823,0.84491605,0.032442334,749
100,65.01464844,8381,2.04701,0.80084616,0.030470111,749
110,65.24963379,8078,1.8513081,0.814913,0.031099633,749
120,65.1260376,8108,1.6253499,0.83038634,0.031792098,749
130,64.55383301,8292,1.1786282,0.8498696,0.032664017,749
140,64.42718506,8470,1.0002285,1.0472572,0.041497541,749
150,65.22979736,8494,0.8911033,1.2141935,0.048968304,749
160,65.20080566,8492,0.84491605,1.5484359,0.063926379,749
170,65.52276611,8665,0.80084616,1.7876524,0.074631838,749
180,64.36462402,8470,0.814913,2.1231327,0.089645311,749
0,64.33868408,8459,0.83038634,2.1000094,0.088610493,750
10,65.02685547,8387,0.8498696,2.2035823,0.093245606,750
20,65.24658203,8061,1.0472572,2.04701,0.086238655,750
30,65.14282227,8112,1.2141935,1.8513081,0.077480569,750
40,64.53704834,8292,1.5484359,1.6253499,0.067368448,750
50,64.35089111,8484,1.7876524,1.1786282,0.047376679,750
60,65.24963379,8473,2.1231327,1.0002285,0.039392905,750
70,65.13977051,8495,2.129678,0.8911033,0.034509314,750
80,65.51513672,8687,2.1000094,0.84491605,0.032442334,750
90,64.33410645,8470,2.2035823,0.80084616,0.030470111,750
100,65.01464844,8381,2.04701,0.814913,0.031099633,750
110,65.24963379,8078,1.8513081,0.83038634,0.031792098,750
120,65.1260376,8108,1.6253499,0.8498696,0.032664017,750
130,64.55383301,8292,1.1786282,1.0472572,0.041497541,750
140,64.42718506,8470,1.0002285,1.2141935,0.048968304,750
150,65.22979736,8494,0.8911033,1.5484359,0.063926379,750
160,65.20080566,8492,0.84491605,1.7876524,0.074631838,750
170,65.52276611,8665,0.80084616,2.1231327,0.089645311,750
180,64.36462402,8470,0.814913,2.129678,0.089938228,750
0,64.33868408,8459,0.83038634,2.2035823,0.093245606,751
10,65.02685547,8387,0.8498696,2.04701,0.086238655,751
20,65.24658203,8061,1.0472572,1.8513081,0.077480569,751
30,65.14282227,8112,1.2141935,1.6253499,0.067368448,751
40,64.53704834,8292,1.5484359,1.1786282,0.047376679,751
50,64.35089111,8484,1.7876524,1.0002285,0.039392905,751
60,65.24963379,8473,2.1231327,0.8911033,0.034509314,751
70,65.13977051,8495,2.129678,0.84491605,0.032442334,751
80,65.51513672,8687,2.1000094,0.80084616,0.030470111,751
90,64.33410645,8470,2.2035823,0.814913,0.031099633,751
100,65.01464844,8381,2.04701,0.83038634,0.031792098,751
110,65.24963379,8078,1.8513081,0.8498696,0.032664017,751
120,65.1260376,8108,1.6253499,1.0472572,0.041497541,751
130,64.55383301,8292,1.1786282,1.2141935,0.048968304,751
140,64.42718506,8470,1.0002285,1.5484359,0.063926379,751
150,65.22979736,8494,0.8911033,1.7876524,0.074631838,751
160,65.20080566,8492,0.84491605,2.1231327,0.089645311,751
170,65.52276611,8665,0.80084616,2.129678,0.089938228,751
180,64.36462402,8470,0.814913,2.1000094,0.088610493,751
0,64.33868408,8459,0.83038634,2.04701,0.086238655,752
10,65.02685547,8387,0.8498696,1.8513081,0.077480569,752
20,65.24658203,8061,1.0472572,1.6253499,0.067368448,752
30,65.14282227,8112,1.2141935,1.1786282,0.047376679,752
40,64.53704834,8292,1.5484359,1.0002285,0.039392905,752
50,64.35089111,8484,1.7876524,0.8911033,0.034509314,752
60,65.24963379,8473,2.1231327,0.84491605,0.032442334,752
70,65.13977051,8495,2.129678,0.80084616,0.030470111,752
80,65.51513672,8687,2.1000094,0.814913,0.031099633,752
90,64.33410645,8470,2.2035823,0.83038634,0.031792098,752
100,65.01464844,8381,2.04701,0.8498696,0.032664017,752
110,65.24963379,8078,1.8513081,1.0472572,0.041497541,752
120,65.1260376,8108,1.6253499,1.2141935,0.048968304,752
130,64.55383301,8292,1.1786282,1.5484359,0.063926379,752
140,64.42718506,8470,1.0002285,1.7876524,0.074631838,752
150,65.22979736,8494,0.8911033,2.1231327,0.089645311,752
160,65.20080566,8492,0.84491605,2.129678,0.089938228,752
170,65.52276611,8665,0.80084616,2.1000094,0.088610493,752
180,64.36462402,8470,0.814913,2.2035823,0.093245606,752
0,64.33868408,8459,0.83038634,1.8513081,0.077480569,753
10,65.02685547,8387,0.8498696,1.6253499,0.067368448,753
20,65.24658203,8061,1.0472572,1.1786282,0.047376679,753
30,65.14282227,8112,1.2141935,1.0002285,0.039392905,753
40,64.53704834,8292,1.5484359,0.8911033,0.034509314,753
50,64.35089111,8484,1.7876524,0.84491605,0.032442334,753
60,65.24963379,8473,2.1231327,0.80084616,0.030470111,753
70,65.13977051,8495,2.129678,0.814913,0.031099633,753
80,65.51513672,8687,2.1000094,0.83038634,0.031792098,753
90,64.33410645,8470,2.2035823,0.8498696,0.032664017,753
100,65.01464844,8381,2.04701,1.0472572,0.041497541,753
110,65.24963379,8078,1.8513081,1.2141935,0.048968304,753
120,65.1260376,8108,1.6253499,1.5484359,0.063926379,753
130,64.55383301,8292,1.1786282,1.7876524,0.074631838,753
140,64.42718506,8470,1.0002285,2.1231327,0.089645311,753
150,65.22979736,8494,0.8911033,2.129678,0.089938228,753
160,65.20080566,8492,0.84491605,2.1000094,0.088610493,753
170,65.52276611,8665,0.80084616,2.2035823,0.093245606,753
180,64.36462402,8470,0.814913,2.04701,0.086238655,753
0,64.33868408,8459,0.83038634,1.6253499,0.067368448,754
10,65.02685547,8387,0.8498696,1.1786282,0.047376679,754
20,65.24658203,8061,1.0472572,1.0002285,0.039392905,754
30,65.14282227,8112,1.2141935,0.8911033,0.034509314,754
40,64.53704834,8292,1.5484359,0.84491605,0.032442334,754
50,64.35089111,8484,1.7876524,0.80084616,0.030470111,754
60,65.24963379,8473,2.1231327,0.814913,0.031099633,754
70,65.13977051,8495,2.129678,0.83038634,0.031792098,754
80,65.51513672,8687,2.1000094,0.8498696,0.032664017,754
90,64.33410645,8470,2.2035823,1.0472572,0.041497541,754
100,65.01464844,8381,2.04701,1.2141935,0.048968304,754
110,65.24963379,8078,1.8513081,1.5484359,0.063926379,754
120,65.1260376,8108,1.6253499,1.7876524,0.074631838,754
130,64.55383301,8292,1.1786282,2.1231327,0.089645311,754
140,64.42718506,8470,1.0002285,2.129678,0.089938228,754
150,65.22979736,8494,0.8911033,2.1000094,0.088610493,754
160,65.20080566,8492,0.84491605,2.2035823,0.093245606,754
170,65.52276611,8665,0.80084616,2.04701,0.086238655,754
180,64.36462402,8470,0.814913,1.8513081,0.077480569,754
0,64.33868408,8459,0.83038634,1.1786282,0.047376679,755
10,65.02685547,8387,0.8498696,1.0002285,0.039392905,755
20,65.24658203,8061,1.0472572,0.8911033,0.034509314,755
30,65.14282227,8112,1.2141935,0.84491605,0.032442334,755
40,64.53704834,8292,1.5484359,0.80084616,0.030470111,755
50,64.35089111,8484,1.7876524,0.814913,0.031099633,755
60,65.24963379,8473,2.1231327,0.83038634,0.031792098,755
70,65.13977051,8495,2.129678,0.8498696,0.032664017,755
80,65.51513672,8687,2.1000094,1.0472572,0.041497541,755
90,64.33410645,8470,2.2035823,1.2141935,0.048968304,755
100,65.01464844,8381,2.04701,1.5484359,0.063926379,755
110,65.24963379,8078,1.8513081,1.7876524,0.074631838,755
120,65.1260376,8108,1.6253499,2.1231327,0.089645311,755
130,64.55383301,8292,1.1786282,2.129678,0.089938228,755
140,64.42718506,8470,1.0002285,2.1000094,0.088610493,755
150,65.22979736,8494,0.8911033,2.2035823,0.093245606,755
160,65.20080566,8492,0.84491605,2.04701,0.086238655,755
170,65.52276611,8665,0.80084616,1.8513081,0.077480569,755
180,64.36462402,8470,0.814913,1.6253499,0.067368448,755
0,64.33868408,8459,0.83038634,1.0002285,0.039392905,756
10,65.02685547,8387,0.8498696,0.8911033,0.034509314,756
20,65.24658203,8061,1.0472572,0.84491605,0.032442334,756
30,65.14282227,8112,1.2141935,0.80084616,0.030470111,756
40,64.53704834,8292,1.5484359,0.814913,0.031099633,756
50,64.35089111,8484,1.7876524,0.83038634,0.031792098,756
60,65.24963379,8473,2.1231327,0.8498696,0.032664017,756
70,65.13977051,8495,2.129678,1.0472572,0.041497541,756
80,65.51513672,8687,2.1000094,1.2141935,0.048968304,756
90,64.33410645,8470,2.2035823,1.5484359,0.063926379,756
100,65.01464844,8381,2.04701,1.7876524,0.074631838,756
110,65.24963379,8078,1.8513081,2.1231327,0.089645311,756
120,65.1260376,8108,1.6253499,2.129678,0.089938228,756
130,64.55383301,8292,1.1786282,2.1000094,0.088610493,756
140,64.42718506,8470,1.0002285,2.2035823,0.093245606,756
150,65.22979736,8494,0.8911033,2.04701,0.086238655,756
160,65.20080566,8492,0.84491605,1.8513081,0.077480569,756
170,65.52276611,8665,0.80084616,1.6253499,0.067368448,756
180,64.36462402,8470,0.814913,1.1786282,0.047376679,756
0,64.33868408,8459,0.83038634,0.8911033,0.034509314,757
10,65.02685547,8387,0.8498696,0.84491605,0.032442334,757
20,65.24658203,8061,1.0472572,0.80084616,0.030470111,757
30,65.14282227,8112,1.2141935,0.814913,0.031099633,757
40,64.53704834,8292,1.5484359,0.83038634,0.031792098,757
50,64.35089111,8484,1.7876524,0.8498696,0.032664017,757
60,65.24963379,8473,2.1231327,1.0472572,0.041497541,757
70,65.13977051,8495,2.129678,1.2141935,0.048968304,757
80,65.51513672,8687,2.1000094,1.5484359,0.063926379,757
90,64.33410645,8470,2.2035823,1.7876524,0.074631838,757
100,65.01464844,8381,2.04701,2.1231327,0.089645311,757
110,65.24963379,8078,1.8513081,2.129678,0.089938228,757
120,65.1260376,8108,1.6253499,2.1000094,0.088610493,757
130,64.55383301,8292,1.1786282,2.2035823,0.093245606,757
140,64.42718506,8470,1.0002285,2.04701,0.086238655,757
150,65.22979736,8494,0.8911033,1.8513081,0.077480569,757
160,65.20080566,8492,0.84491605,1.6253499,0.067368448,757
170,65.52276611,8665,0.80084616,1.1786282,0.047376679,757
180,64.36462402,8470,0.814913,1.0002285,0.039392905,757
0,64.33868408,8459,0.83038634,0.84491605,0.032442334,758
10,65.02685547,8387,0.8498696,0.80084616,0.030470111,758
20,65.24658203,8061,1.0472572,0.814913,0.031099633,758
30,65.14282227,8112,1.2141935,0.83038634,0.031792098,758
40,64.53704834,8292,1.5484359,0.8498696,0.032664017,758
50,64.35089111,8484,1.7876524,1.0472572,0.041497541,758
60,65.24963379,8473,2.1231327,1.2141935,0.048968304,758
70,65.13977051,8495,2.129678,1.5484359,0.063926379,758
80,65.51513672,8687,2.1000094,1.7876524,0.074631838,758
90,64.33410645,8470,2.2035823,2.1231327,0.089645311,758
100,65.01464844,8381,2.04701,2.129678,0.089938228,758
110,65.24963379,8078,1.8513081,2.1000094,0.088610493,758
120,65.1260376,8108,1.6253499,2.2035823,0.093245606,758
130,64.55383301,8292,1.1786282,2.04701,0.086238655,758
140,64.42718506,8470,1.0002285,1.8513081,0.077480569,758
150,65.22979736,8494,0.8911033,1.6253499,0.067368448,758
160,65.20080566,8492,0.84491605,1.1786282,0.047376679,758
170,65.52276611,8665,0.80084616,1.0002285,0.039392905,758
180,64.36462402,8470,0.814913,0.8911033,0.034509314,758
0,64.33868408,8459,0.83038634,0.80084616,0.030470111,759
10,65.02685547,8387,0.8498696,0.814913,0.031099633,759
20,65.24658203,8061,1.0472572,0.83038634,0.031792098,759
30,65.14282227,8112,1.2141935,0.8498696,0.032664017,759
40,64.53704834,8292,1.5484359,1.0472572,0.041497541,759
50,64.35089111,8484,1.7876524,1.2141935,0.048968304,759
60,65.24963379,8473,2.1231327,1.5484359,0.063926379,759
70,65.13977051,8495,2.129678,1.7876524,0.074631838,759
80,65.51513672,8687,2.1000094,2.1231327,0.089645311,759
90,64.33410645,8470,2.2035823,2.129678,0.089938228,759
100,65.01464844,8381,2.04701,2.1000094,0.088610493,759
110,65.24963379,8078,1.8513081,2.2035823,0.093245606,759
120,65.1260376,8108,1.6253499,2.04701,0.086238655,759
130,64.55383301,8292,1.1786282,1.8513081,0.077480569,759
140,64.42718506,8470,1.0002285,1.6253499,0.067368448,759
150,65.22979736,8494,0.8911033,1.1786282,0.047376679,759
160,65.20080566,8492,0.84491605,1.0002285,0.039392905,759
170,65.52276611,8665,0.80084616,0.8911033,0.034509314,759
180,64.36462402,8470,0.814913,0.84491605,0.032442334,759
0,64.33868408,8459,0.83038634,0.814913,0.031099633,760
10,65.02685547,8387,0.8498696,0.83038634,0.031792098,760
20,65.24658203,8061,1.0472572,0.8498696,0.032664017,760
30,65.14282227,8112,1.2141935,1.0472572,0.041497541,760
40,64.53704834,8292,1.5484359,1.2141935,0.048968304,760
50,64.35089111,8484,1.7876524,1.5484359,0.063926379,760
60,65.24963379,8473,2.1231327,1.7876524,0.074631838,760
70,65.13977051,8495,2.129678,2.1231327,0.089645311,760
80,65.51513672,8687,2.1000094,2.129678,0.089938228,760
90,64.33410645,8470,2.2035823,2.1000094,0.088610493,760
100,65.01464844,8381,2.04701,2.2035823,0.093245606,760
110,65.24963379,8078,1.8513081,2.04701,0.086238655,760
120,65.1260376,8108,1.6253499,1.8513081,0.077480569,760
130,64.55383301,8292,1.1786282,1.6253499,0.067368448,760
140,64.42718506,8470,1.0002285,1.1786282,0.047376679,760
150,65.22979736,8494,0.8911033,1.0002285,0.039392905,760
160,65.20080566,8492,0.84491605,0.8911033,0.034509314,760
170,65.52276611,8665,0.80084616,0.84491605,0.032442334,760
180,64.36462402,8470,0.814913,0.80084616,0.030470111,760
0,69.97680664,7979,2.2631562,2.2631562,0.095911668,761
10,69.75097656,8386,2.555282,2.555282,0.108984933,761
20,70.19500732,8505,2.7299633,2.7299633,0.116802301,761
30,69.99053955,8532,2.8358798,2.8358798,0.121542295,761
40,69.76013184,8431,2.706153,2.706153,0.115736738,761
50,69.18182373,8457,2.434438,2.434438,0.103576901,761
60,69.39239502,8129,2.0920768,2.0920768,0.088255492,761
70,70.43457031,7999,2.0336504,2.0336504,0.085640784,761
80,69.98901367,7918,1.57602,1.57602,0.065160827,761
90,70.01190186,7979,1.4383233,1.4383233,0.0589986,761
100,69.72045898,8408,1.311654,1.311654,0.053329873,761
110,70.15075684,8510,1.2244138,1.2244138,0.049425685,761
120,69.96765137,8515,1.127917,1.127917,0.045107243,761
130,69.74182129,8432,1.0951906,1.0951906,0.043642665,761
140,69.140625,8458,1.2602985,1.2602985,0.051031603,761
150,69.34509277,8134,1.5312608,1.5312608,0.063157756,761
160,70.43762207,7971,1.857355,1.857355,0.077751181,761
170,69.97070313,7939,1.9502274,1.9502274,0.081907423,761
180,69.98138428,7967,2.2409587,2.2409587,0.094918281,761
0,69.97680664,7979,2.2631562,2.555282,0.108984933,762
10,69.75097656,8386,2.555282,2.7299633,0.116802301,762
20,70.19500732,8505,2.7299633,2.8358798,0.121542295,762
30,69.99053955,8532,2.8358798,2.706153,0.115736738,762
40,69.76013184,8431,2.706153,2.434438,0.103576901,762
50,69.18182373,8457,2.434438,2.0920768,0.088255492,762
60,69.39239502,8129,2.0920768,2.0336504,0.085640784,762
70,70.43457031,7999,2.0336504,1.57602,0.065160827,762
80,69.98901367,7918,1.57602,1.4383233,0.0589986,762
90,70.01190186,7979,1.4383233,1.311654,0.053329873,762
100,69.72045898,8408,1.311654,1.2244138,0.049425685,762
110,70.15075684,8510,1.2244138,1.127917,0.045107243,762
120,69.96765137,8515,1.127917,1.0951906,0.043642665,762
130,69.74182129,8432,1.0951906,1.2602985,0.051031603,762
140,69.140625,8458,1.2602985,1.5312608,0.063157756,762
150,69.34509277,8134,1.5312608,1.857355,0.077751181,762
160,70.43762207,7971,1.857355,1.9502274,0.081907423,762
170,69.97070313,7939,1.9502274,2.2409587,0.094918281,762
180,69.98138428,7967,2.2409587,2.2631562,0.095911668,762
0,69.97680664,7979,2.2631562,2.7299633,0.116802301,763
10,69.75097656,8386,2.555282,2.8358798,0.121542295,763
20,70.19500732,8505,2.7299633,2.706153,0.115736738,763
30,69.99053955,8532,2.8358798,2.434438,0.103576901,763
40,69.76013184,8431,2.706153,2.0920768,0.088255492,763
50,69.18182373,8457,2.434438,2.0336504,0.085640784,763
60,69.39239502,8129,2.0920768,1.57602,0.065160827,763
70,70.43457031,7999,2.0336504,1.4383233,0.0589986,763
80,69.98901367,7918,1.57602,1.311654,0.053329873,763
90,70.01190186,7979,1.4383233,1.2244138,0.049425685,763
100,69.72045898,8408,1.311654,1.127917,0.045107243,763
110,70.15075684,8510,1.2244138,1.0951906,0.043642665,763
120,69.96765137,8515,1.127917,1.2602985,0.051031603,763
130,69.74182129,8432,1.0951906,1.5312608,0.063157756,763
140,69.140625,8458,1.2602985,1.857355,0.077751181,763
150,69.34509277,8134,1.5312608,1.9502274,0.081907423,763
160,70.43762207,7971,1.857355,2.2409587,0.094918281,763
170,69.97070313,7939,1.9502274,2.2631562,0.095911668,763
180,69.98138428,7967,2.2409587,2.555282,0.108984933,763
0,69.97680664,7979,2.2631562,2.8358798,0.121542295,764
10,69.75097656,8386,2.555282,2.706153,0.115736738,764
20,70.19500732,8505,2.7299633,2.434438,0.103576901,764
30,69.99053955,8532,2.8358798,2.0920768,0.088255492,764
40,69.76013184,8431,2.706153,2.0336504,0.085640784,764
50,69.18182373,8457,2.434438,1.57602,0.065160827,764
60,69.39239502,8129,2.0920768,1.4383233,0.0589986,764
70,70.43457031,7999,2.0336504,1.311654,0.053329873,764
80,69.98901367,7918,1.57602,1.2244138,0.049425685,764
90,70.01190186,7979,1.4383233,1.127917,0.045107243,764
100,69.72045898,8408,1.311654,1.0951906,0.043642665,764
110,70.15075684,8510,1.2244138,1.2602985,0.051031603,764
120,69.96765137,8515,1.127917,1.5312608,0.063157756,764
130,69.74182129,8432,1.0951906,1.857355,0.077751181,764
140,69.140625,8458,1.2602985,1.9502274,0.081907423,764
150,69.34509277,8134,1.5312608,2.2409587,0.094918281,764
160,70.43762207,7971,1.857355,2.2631562,0.095911668,764
170,69.97070313,7939,1.9502274,2.555282,0.108984933,764
180,69.98138428,7967,2.2409587,2.7299633,0.116802301,764
0,69.97680664,7979,2.2631562,2.706153,0.115736738,765
10,69.75097656,8386,2.555282,2.434438,0.103576901,765
20,70.19500732,8505,2.7299633,2.0920768,0.088255492,765
30,69.99053955,8532,2.8358798,2.0336504,0.085640784,765
40,69.76013184,8431,2.706153,1.57602,0.065160827,765
50,69.18182373,8457,2.434438,1.4383233,0.0589986,765
60,69.39239502,8129,2.0920768,1.311654,0.053329873,765
70,70.43457031,7999,2.0336504,1.2244138,0.049425685,765
80,69.98901367,7918,1.57602,1.127917,0.045107243,765
90,70.01190186,7979,1.4383233,1.0951906,0.043642665,765
100,69.72045898,8408,1.311654,1.2602985,0.051031603,765
110,70.15075684,8510,1.2244138,1.5312608,0.063157756,765
120,69.96765137,8515,1.127917,1.857355,0.077751181,765
130,69.74182129,8432,1.0951906,1.9502274,0.081907423,765
140,69.140625,8458,1.2602985,2.2409587,0.094918281,765
150,69.34509277,8134,1.5312608,2.2631562,0.095911668,765
160,70.43762207,7971,1.857355,2.555282,0.108984933,765
170,69.97070313,7939,1.9502274,2.7299633,0.116802301,765
180,69.98138428,7967,2.2409587,2.8358798,0.121542295,765
0,69.97680664,7979,2.2631562,2.434438,0.103576901,766
10,69.75097656,8386,2.555282,2.0920768,0.088255492,766
20,70.19500732,8505,2.7299633,2.0336504,0.085640784,766
30,69.99053955,8532,2.8358798,1.57602,0.065160827,766
40,69.76013184,8431,2.706153,1.4383233,0.0589986,766
50,69.18182373,8457,2.434438,1.311654,0.053329873,766
60,69.39239502,8129,2.0920768,1.2244138,0.049425685,766
70,70.43457031,7999,2.0336504,1.127917,0.045107243,766
80,69.98901367,7918,1.57602,1.0951906,0.043642665,766
90,70.01190186,7979,1.4383233,1.2602985,0.051031603,766
100,69.72045898,8408,1.311654,1.5312608,0.063157756,766
110,70.15075684,8510,1.2244138,1.857355,0.077751181,766
120,69.96765137,8515,1.127917,1.9502274,0.081907423,766
130,69.74182129,8432,1.0951906,2.2409587,0.094918281,766
140,69.140625,8458,1.2602985,2.2631562,0.095911668,766
150,69.34509277,8134,1.5312608,2.555282,0.108984933,766
160,70.43762207,7971,1.857355,2.7299633,0.116802301,766
170,69.97070313,7939,1.9502274,2.8358798,0.121542295,766
180,69.98138428,7967,2.2409587,2.706153,0.115736738,766
0,69.97680664,7979,2.2631562,2.0920768,0.088255492,767
10,69.75097656,8386,2.555282,2.0336504,0.085640784,767
20,70.19500732,8505,2.7299633,1.57602,0.065160827,767
30,69.99053955,8532,2.8358798,1.4383233,0.0589986,767
40,69.76013184,8431,2.706153,1.311654,0.053329873,767
50,69.18182373,8457,2.434438,1.2244138,0.049425685,767
60,69.39239502,8129,2.0920768,1.127917,0.045107243,767
70,70.43457031,7999,2.0336504,1.0951906,0.043642665,767
80,69.98901367,7918,1.57602,1.2602985,0.051031603,767
90,70.01190186,7979,1.4383233,1.5312608,0.063157756,767
100,69.72045898,8408,1.311654,1.857355,0.077751181,767
110,70.15075684,8510,1.2244138,1.9502274,0.081907423,767
120,69.96765137,8515,1.127917,2.2409587,0.094918281,767
130,69.74182129,8432,1.0951906,2.2631562,0.095911668,767
140,69.140625,8458,1.2602985,2.555282,0.108984933,767
150,69.34509277,8134,1.5312608,2.7299633,0.116802301,767
160,70.43762207,7971,1.857355,2.8358798,0.121542295,767
170,69.97070313,7939,1.9502274,2.706153,0.115736738,767
180,69.98138428,7967,2.2409587,2.434438,0.103576901,767
0,69.97680664,7979,2.2631562,2.0336504,0.085640784,768
10,69.75097656,8386,2.555282,1.57602,0.065160827,768
20,70.19500732,8505,2.7299633,1.4383233,0.0589986,768
30,69.99053955,8532,2.8358798,1.311654,0.053329873,768
40,69.76013184,8431,2.706153,1.2244138,0.049425685,768
50,69.18182373,8457,2.434438,1.127917,0.045107243,768
60,69.39239502,8129,2.0920768,1.0951906,0.043642665,768
70,70.43457031,7999,2.0336504,1.2602985,0.051031603,768
80,69.98901367,7918,1.57602,1.5312608,0.063157756,768
90,70.01190186,7979,1.4383233,1.857355,0.077751181,768
100,69.72045898,8408,1.311654,1.9502274,0.081907423,768
110,70.15075684,8510,1.2244138,2.2409587,0.094918281,768
120,69.96765137,8515,1.127917,2.2631562,0.095911668,768
130,69.74182129,8432,1.0951906,2.555282,0.108984933,768
140,69.140625,8458,1.2602985,2.7299633,0.116802301,768
150,69.34509277,8134,1.5312608,2.8358798,0.121542295,768
160,70.43762207,7971,1.857355,2.706153,0.115736738,768
170,69.97070313,7939,1.9502274,2.434438,0.103576901,768
180,69.98138428,7967,2.2409587,2.0920768,0.088255492,768
0,69.97680664,7979,2.2631562,1.57602,0.065160827,769
10,69.75097656,8386,2.555282,1.4383233,0.0589986,769
20,70.19500732,8505,2.7299633,1.311654,0.053329873,769
30,69.99053955,8532,2.8358798,1.2244138,0.049425685,769
