angle,Porosity,Surface_Area,Permeability_X,augmented,aug_perm,image_name
0,63.4765625,8617,0.7212546,0.9245857,0.036007725,472
10,63.98010254,8486,0.69359905,0.8133741,0.031030764,472
20,64.36157227,8232,0.8480884,0.73428077,0.027491165,472
30,64.04724121,8391,1.1923143,0.7586184,0.028580327,472
40,64.05029297,8434,1.2796149,0.7212546,0.026908215,472
50,64.21508789,8426,1.6209619,0.69359905,0.025670569,472
60,64.05487061,8614,1.7802075,0.8480884,0.032584304,472
70,63.69171143,8725,2.003132,1.1923143,0.047989162,472
80,63.75579834,8782,2.1819594,1.2796149,0.051896054,472
90,63.49029541,8645,2.3129368,1.6209619,0.067172075,472
100,63.93585205,8496,2.1145837,1.7802075,0.074298662,472
110,64.402771,8214,1.9677432,2.003132,0.084275019,472
120,64.08538818,8385,1.6509104,2.1819594,0.092277934,472
130,64.112854,8420,1.3078245,2.3129368,0.098139458,472
140,64.25170898,8430,1.1362492,2.1145837,0.089262725,472
150,64.07623291,8633,0.9245857,1.9677432,0.082691293,472
160,63.69781494,8728,0.8133741,1.6509104,0.068512336,472
170,63.77868652,8778,0.73428077,1.3078245,0.053158495,472
180,63.56506348,8659,0.7586184,1.1362492,0.045480127,472
0,63.4765625,8617,0.7212546,0.8133741,0.031030764,473
10,63.98010254,8486,0.69359905,0.73428077,0.027491165,473
20,64.36157227,8232,0.8480884,0.7586184,0.028580327,473
30,64.04724121,8391,1.1923143,0.7212546,0.026908215,473
40,64.05029297,8434,1.2796149,0.69359905,0.025670569,473
50,64.21508789,8426,1.6209619,0.8480884,0.032584304,473
60,64.05487061,8614,1.7802075,1.1923143,0.047989162,473
70,63.69171143,8725,2.003132,1.2796149,0.051896054,473
80,63.75579834,8782,2.1819594,1.6209619,0.067172075,473
90,63.49029541,8645,2.3129368,1.7802075,0.074298662,473
100,63.93585205,8496,2.1145837,2.003132,0.084275019,473
110,64.402771,8214,1.9677432,2.1819594,0.092277934,473
120,64.08538818,8385,1.6509104,2.3129368,0.098139458,473
130,64.112854,8420,1.3078245,2.1145837,0.089262725,473
140,64.25170898,8430,1.1362492,1.9677432,0.082691293,473
150,64.07623291,8633,0.9245857,1.6509104,0.068512336,473
160,63.69781494,8728,0.8133741,1.3078245,0.053158495,473
170,63.77868652,8778,0.73428077,1.1362492,0.045480127,473
180,63.56506348,8659,0.7586184,0.9245857,0.036007725,473
0,63.4765625,8617,0.7212546,0.73428077,0.027491165,474
10,63.98010254,8486,0.69359905,0.7586184,0.028580327,474
20,64.36157227,8232,0.8480884,0.7212546,0.026908215,474
30,64.04724121,8391,1.1923143,0.69359905,0.025670569,474
40,64.05029297,8434,1.2796149,0.8480884,0.032584304,474
50,64.21508789,8426,1.6209619,1.1923143,0.047989162,474
60,64.05487061,8614,1.7802075,1.2796149,0.051896054,474
70,63.69171143,8725,2.003132,1.6209619,0.067172075,474
80,63.75579834,8782,2.1819594,1.7802075,0.074298662,474
90,63.49029541,8645,2.3129368,2.003132,0.084275019,474
100,63.93585205,8496,2.1145837,2.1819594,0.092277934,474
110,64.402771,8214,1.9677432,2.3129368,0.098139458,474
120,64.08538818,8385,1.6509104,2.1145837,0.089262725,474
130,64.112854,8420,1.3078245,1.9677432,0.082691293,474
140,64.25170898,8430,1.1362492,1.6509104,0.068512336,474
150,64.07623291,8633,0.9245857,1.3078245,0.053158495,474
160,63.69781494,8728,0.8133741,1.1362492,0.045480127,474
170,63.77868652,8778,0.73428077,0.9245857,0.036007725,474
180,63.56506348,8659,0.7586184,0.8133741,0.031030764,474
0,63.4765625,8617,0.7212546,0.7586184,0.028580327,475
10,63.98010254,8486,0.69359905,0.7212546,0.026908215,475
20,64.36157227,8232,0.8480884,0.69359905,0.025670569,475
30,64.04724121,8391,1.1923143,0.8480884,0.032584304,475
40,64.05029297,8434,1.2796149,1.1923143,0.047989162,475
50,64.21508789,8426,1.6209619,1.2796149,0.051896054,475
60,64.05487061,8614,1.7802075,1.6209619,0.067172075,475
70,63.69171143,8725,2.003132,1.7802075,0.074298662,475
80,63.75579834,8782,2.1819594,2.003132,0.084275019,475
90,63.49029541,8645,2.3129368,2.1819594,0.092277934,475
100,63.93585205,8496,2.1145837,2.3129368,0.098139458,475
110,64.402771,8214,1.9677432,2.1145837,0.089262725,475
120,64.08538818,8385,1.6509104,1.9677432,0.082691293,475
130,64.112854,8420,1.3078245,1.6509104,0.068512336,475
140,64.25170898,8430,1.1362492,1.3078245,0.053158495,475
150,64.07623291,8633,0.9245857,1.1362492,0.045480127,475
160,63.69781494,8728,0.8133741,0.9245857,0.036007725,475
170,63.77868652,8778,0.73428077,0.8133741,0.031030764,475
180,63.56506348,8659,0.7586184,0.73428077,0.027491165,475
0,67.48046875,8325,2.2400734,2.2400734,0.094878662,476
10,67.93060303,8648,2.231502,2.231502,0.094495073,476
20,68.68133545,8624,2.2926228,2.2926228,0.097230362,476
30,68.97735596,8649,2.625994,2.625994,0.112149449,476
40,68.14727783,8747,2.3920827,2.3920827,0.101681409,476
50,67.75970459,8663,2.2414596,2.2414596,0.094940697,476
60,68.27697754,8425,2.0151918,2.0151918,0.084814721,476
70,68.12744141,8272,1.7781988,1.7781988,0.074208769,476
80,67.57507324,8420,1.5608159,1.5608159,0.064480411,476
90,67.47436523,8353,1.4366028,1.4366028,0.058921604,476
100,67.93518066,8648,1.2350051,1.2350051,0.049899668,476
110,68.67523193,8642,1.2317356,1.2317356,0.049753351,476
120,68.96209717,8647,1.0991096,1.0991096,0.043818049,476
130,68.11523438,8744,1.0525414,1.0525414,0.041734021,476
140,67.79022217,8663,1.090671,1.090671,0.043440403,476
150,68.1930542,8424,1.2601435,1.2601435,0.051024666,476
160,68.12286377,8286,1.3033415,1.3033415,0.052957871,476
170,67.58575439,8406,1.8270345,1.8270345,0.076394272,476
180,67.47589111,8349,2.2334158,2.2334158,0.09458072,476
0,67.48046875,8325,2.2400734,2.231502,0.094495073,477
10,67.93060303,8648,2.231502,2.2926228,0.097230362,477
20,68.68133545,8624,2.2926228,2.625994,0.112149449,477
30,68.97735596,8649,2.625994,2.3920827,0.101681409,477
40,68.14727783,8747,2.3920827,2.2414596,0.094940697,477
50,67.75970459,8663,2.2414596,2.0151918,0.084814721,477
60,68.27697754,8425,2.0151918,1.7781988,0.074208769,477
70,68.12744141,8272,1.7781988,1.5608159,0.064480411,477
80,67.57507324,8420,1.5608159,1.4366028,0.058921604,477
90,67.47436523,8353,1.4366028,1.2350051,0.049899668,477
100,67.93518066,8648,1.2350051,1.2317356,0.049753351,477
110,68.67523193,8642,1.2317356,1.0991096,0.043818049,477
120,68.96209717,8647,1.0991096,1.0525414,0.041734021,477
130,68.11523438,8744,1.0525414,1.090671,0.043440403,477
140,67.79022217,8663,1.090671,1.2601435,0.051024666,477
150,68.1930542,8424,1.2601435,1.3033415,0.052957871,477
160,68.12286377,8286,1.3033415,1.8270345,0.076394272,477
170,67.58575439,8406,1.8270345,2.2334158,0.09458072,477
180,67.47589111,8349,2.2334158,2.2400734,0.094878662,477
0,67.48046875,8325,2.2400734,2.2926228,0.097230362,478
10,67.93060303,8648,2.231502,2.625994,0.112149449,478
20,68.68133545,8624,2.2926228,2.3920827,0.101681409,478
30,68.97735596,8649,2.625994,2.2414596,0.094940697,478
40,68.14727783,8747,2.3920827,2.0151918,0.084814721,478
50,67.75970459,8663,2.2414596,1.7781988,0.074208769,478
60,68.27697754,8425,2.0151918,1.5608159,0.064480411,478
70,68.12744141,8272,1.7781988,1.4366028,0.058921604,478
80,67.57507324,8420,1.5608159,1.2350051,0.049899668,478
90,67.47436523,8353,1.4366028,1.2317356,0.049753351,478
100,67.93518066,8648,1.2350051,1.0991096,0.043818049,478
110,68.67523193,8642,1.2317356,1.0525414,0.041734021,478
120,68.96209717,8647,1.0991096,1.090671,0.043440403,478
130,68.11523438,8744,1.0525414,1.2601435,0.051024666,478
140,67.79022217,8663,1.090671,1.3033415,0.052957871,478
150,68.1930542,8424,1.2601435,1.8270345,0.076394272,478
160,68.12286377,8286,1.3033415,2.2334158,0.09458072,478
170,67.58575439,8406,1.8270345,2.2400734,0.094878662,478
180,67.47589111,8349,2.2334158,2.231502,0.094495073,478
0,67.48046875,8325,2.2400734,2.625994,0.112149449,479
10,67.93060303,8648,2.231502,2.3920827,0.101681409,479
20,68.68133545,8624,2.2926228,2.2414596,0.094940697,479
30,68.97735596,8649,2.625994,2.0151918,0.084814721,479
40,68.14727783,8747,2.3920827,1.7781988,0.074208769,479
50,67.75970459,8663,2.2414596,1.5608159,0.064480411,479
60,68.27697754,8425,2.0151918,1.4366028,0.058921604,479
70,68.12744141,8272,1.7781988,1.2350051,0.049899668,479
80,67.57507324,8420,1.5608159,1.2317356,0.049753351,479
90,67.47436523,8353,1.4366028,1.0991096,0.043818049,479
100,67.93518066,8648,1.2350051,1.0525414,0.041734021,479
110,68.67523193,8642,1.2317356,1.090671,0.043440403,479
120,68.96209717,8647,1.0991096,1.2601435,0.051024666,479
130,68.11523438,8744,1.0525414,1.3033415,0.052957871,479
140,67.79022217,8663,1.090671,1.8270345,0.076394272,479
150,68.1930542,8424,1.2601435,2.2334158,0.09458072,479
160,68.12286377,8286,1.3033415,2.2400734,0.094878662,479
170,67.58575439,8406,1.8270345,2.231502,0.094495073,479
180,67.47589111,8349,2.2334158,2.2926228,0.097230362,479
0,67.48046875,8325,2.2400734,2.3920827,0.101681409,480
10,67.93060303,8648,2.231502,2.2414596,0.094940697,480
20,68.68133545,8624,2.2926228,2.0151918,0.084814721,480
30,68.97735596,8649,2.625994,1.7781988,0.074208769,480
40,68.14727783,8747,2.3920827,1.5608159,0.064480411,480
50,67.75970459,8663,2.2414596,1.4366028,0.058921604,480
60,68.27697754,8425,2.0151918,1.2350051,0.049899668,480
70,68.12744141,8272,1.7781988,1.2317356,0.049753351,480
80,67.57507324,8420,1.5608159,1.0991096,0.043818049,480
90,67.47436523,8353,1.4366028,1.0525414,0.041734021,480
100,67.93518066,8648,1.2350051,1.090671,0.043440403,480
110,68.67523193,8642,1.2317356,1.2601435,0.051024666,480
120,68.96209717,8647,1.0991096,1.3033415,0.052957871,480
130,68.11523438,8744,1.0525414,1.8270345,0.076394272,480
140,67.79022217,8663,1.090671,2.2334158,0.09458072,480
150,68.1930542,8424,1.2601435,2.2400734,0.094878662,480
160,68.12286377,8286,1.3033415,2.231502,0.094495073,480
170,67.58575439,8406,1.8270345,2.2926228,0.097230362,480
180,67.47589111,8349,2.2334158,2.625994,0.112149449,480
0,67.48046875,8325,2.2400734,2.2414596,0.094940697,481
10,67.93060303,8648,2.231502,2.0151918,0.084814721,481
20,68.68133545,8624,2.2926228,1.7781988,0.074208769,481
30,68.97735596,8649,2.625994,1.5608159,0.064480411,481
40,68.14727783,8747,2.3920827,1.4366028,0.058921604,481
50,67.75970459,8663,2.2414596,1.2350051,0.049899668,481
60,68.27697754,8425,2.0151918,1.2317356,0.049753351,481
70,68.12744141,8272,1.7781988,1.0991096,0.043818049,481
80,67.57507324,8420,1.5608159,1.0525414,0.041734021,481
90,67.47436523,8353,1.4366028,1.090671,0.043440403,481
100,67.93518066,8648,1.2350051,1.2601435,0.051024666,481
110,68.67523193,8642,1.2317356,1.3033415,0.052957871,481
120,68.96209717,8647,1.0991096,1.8270345,0.076394272,481
130,68.11523438,8744,1.0525414,2.2334158,0.09458072,481
140,67.79022217,8663,1.090671,2.2400734,0.094878662,481
150,68.1930542,8424,1.2601435,2.231502,0.094495073,481
160,68.12286377,8286,1.3033415,2.2926228,0.097230362,481
170,67.58575439,8406,1.8270345,2.625994,0.112149449,481
180,67.47589111,8349,2.2334158,2.3920827,0.101681409,481
0,67.48046875,8325,2.2400734,2.0151918,0.084814721,482
10,67.93060303,8648,2.231502,1.7781988,0.074208769,482
20,68.68133545,8624,2.2926228,1.5608159,0.064480411,482
30,68.97735596,8649,2.625994,1.4366028,0.058921604,482
40,68.14727783,8747,2.3920827,1.2350051,0.049899668,482
50,67.75970459,8663,2.2414596,1.2317356,0.049753351,482
60,68.27697754,8425,2.0151918,1.0991096,0.043818049,482
70,68.12744141,8272,1.7781988,1.0525414,0.041734021,482
80,67.57507324,8420,1.5608159,1.090671,0.043440403,482
90,67.47436523,8353,1.4366028,1.2601435,0.051024666,482
100,67.93518066,8648,1.2350051,1.3033415,0.052957871,482
110,68.67523193,8642,1.2317356,1.8270345,0.076394272,482
120,68.96209717,8647,1.0991096,2.2334158,0.09458072,482
130,68.11523438,8744,1.0525414,2.2400734,0.094878662,482
140,67.79022217,8663,1.090671,2.231502,0.094495073,482
150,68.1930542,8424,1.2601435,2.2926228,0.097230362,482
160,68.12286377,8286,1.3033415,2.625994,0.112149449,482
170,67.58575439,8406,1.8270345,2.3920827,0.101681409,482
180,67.47589111,8349,2.2334158,2.2414596,0.094940697,482
0,67.48046875,8325,2.2400734,1.7781988,0.074208769,483
10,67.93060303,8648,2.231502,1.5608159,0.064480411,483
20,68.68133545,8624,2.2926228,1.4366028,0.058921604,483
30,68.97735596,8649,2.625994,1.2350051,0.049899668,483
40,68.14727783,8747,2.3920827,1.2317356,0.049753351,483
50,67.75970459,8663,2.2414596,1.0991096,0.043818049,483
60,68.27697754,8425,2.0151918,1.0525414,0.041734021,483
70,68.12744141,8272,1.7781988,1.090671,0.043440403,483
80,67.57507324,8420,1.5608159,1.2601435,0.051024666,483
90,67.47436523,8353,1.4366028,1.3033415,0.052957871,483
100,67.93518066,8648,1.2350051,1.8270345,0.076394272,483
110,68.67523193,8642,1.2317356,2.2334158,0.09458072,483
120,68.96209717,8647,1.0991096,2.2400734,0.094878662,483
130,68.11523438,8744,1.0525414,2.231502,0.094495073,483
140,67.79022217,8663,1.090671,2.2926228,0.097230362,483
150,68.1930542,8424,1.2601435,2.625994,0.112149449,483
160,68.12286377,8286,1.3033415,2.3920827,0.101681409,483
170,67.58575439,8406,1.8270345,2.2414596,0.094940697,483
180,67.47589111,8349,2.2334158,2.0151918,0.084814721,483
0,67.48046875,8325,2.2400734,1.5608159,0.064480411,484
10,67.93060303,8648,2.231502,1.4366028,0.058921604,484
20,68.68133545,8624,2.2926228,1.2350051,0.049899668,484
30,68.97735596,8649,2.625994,1.2317356,0.049753351,484
40,68.14727783,8747,2.3920827,1.0991096,0.043818049,484
50,67.75970459,8663,2.2414596,1.0525414,0.041734021,484
60,68.27697754,8425,2.0151918,1.090671,0.043440403,484
70,68.12744141,8272,1.7781988,1.2601435,0.051024666,484
80,67.57507324,8420,1.5608159,1.3033415,0.052957871,484
90,67.47436523,8353,1.4366028,1.8270345,0.076394272,484
100,67.93518066,8648,1.2350051,2.2334158,0.09458072,484
110,68.67523193,8642,1.2317356,2.2400734,0.094878662,484
120,68.96209717,8647,1.0991096,2.231502,0.094495073,484
130,68.11523438,8744,1.0525414,2.2926228,0.097230362,484
140,67.79022217,8663,1.090671,2.625994,0.112149449,484
150,68.1930542,8424,1.2601435,2.3920827,0.101681409,484
160,68.12286377,8286,1.3033415,2.2414596,0.094940697,484
170,67.58575439,8406,1.8270345,2.0151918,0.084814721,484
180,67.47589111,8349,2.2334158,1.7781988,0.074208769,484
0,67.48046875,8325,2.2400734,1.4366028,0.058921604,485
10,67.93060303,8648,2.231502,1.2350051,0.049899668,485
20,68.68133545,8624,2.2926228,1.2317356,0.049753351,485
30,68.97735596,8649,2.625994,1.0991096,0.043818049,485
40,68.14727783,8747,2.3920827,1.0525414,0.041734021,485
50,67.75970459,8663,2.2414596,1.090671,0.043440403,485
60,68.27697754,8425,2.0151918,1.2601435,0.051024666,485
70,68.12744141,8272,1.7781988,1.3033415,0.052957871,485
80,67.57507324,8420,1.5608159,1.8270345,0.076394272,485
90,67.47436523,8353,1.4366028,2.2334158,0.09458072,485
100,67.93518066,8648,1.2350051,2.2400734,0.094878662,485
110,68.67523193,8642,1.2317356,2.231502,0.094495073,485
120,68.96209717,8647,1.0991096,2.2926228,0.097230362,485
130,68.11523438,8744,1.0525414,2.625994,0.112149449,485
140,67.79022217,8663,1.090671,2.3920827,0.101681409,485
150,68.1930542,8424,1.2601435,2.2414596,0.094940697,485
160,68.12286377,8286,1.3033415,2.0151918,0.084814721,485
170,67.58575439,8406,1.8270345,1.7781988,0.074208769,485
180,67.47589111,8349,2.2334158,1.5608159,0.064480411,485
0,67.48046875,8325,2.2400734,1.2350051,0.049899668,486
10,67.93060303,8648,2.231502,1.2317356,0.049753351,486
20,68.68133545,8624,2.2926228,1.0991096,0.043818049,486
30,68.97735596,8649,2.625994,1.0525414,0.041734021,486
40,68.14727783,8747,2.3920827,1.090671,0.043440403,486
50,67.75970459,8663,2.2414596,1.2601435,0.051024666,486
60,68.27697754,8425,2.0151918,1.3033415,0.052957871,486
70,68.12744141,8272,1.7781988,1.8270345,0.076394272,486
80,67.57507324,8420,1.5608159,2.2334158,0.09458072,486
90,67.47436523,8353,1.4366028,2.2400734,0.094878662,486
100,67.93518066,8648,1.2350051,2.231502,0.094495073,486
110,68.67523193,8642,1.2317356,2.2926228,0.097230362,486
120,68.96209717,8647,1.0991096,2.625994,0.112149449,486
130,68.11523438,8744,1.0525414,2.3920827,0.101681409,486
140,67.79022217,8663,1.090671,2.2414596,0.094940697,486
150,68.1930542,8424,1.2601435,2.0151918,0.084814721,486
160,68.12286377,8286,1.3033415,1.7781988,0.074208769,486
170,67.58575439,8406,1.8270345,1.5608159,0.064480411,486
180,67.47589111,8349,2.2334158,1.4366028,0.058921604,486
0,67.48046875,8325,2.2400734,1.2317356,0.049753351,487
10,67.93060303,8648,2.231502,1.0991096,0.043818049,487
20,68.68133545,8624,2.2926228,1.0525414,0.041734021,487
30,68.97735596,8649,2.625994,1.090671,0.043440403,487
40,68.14727783,8747,2.3920827,1.2601435,0.051024666,487
50,67.75970459,8663,2.2414596,1.3033415,0.052957871,487
60,68.27697754,8425,2.0151918,1.8270345,0.076394272,487
70,68.12744141,8272,1.7781988,2.2334158,0.09458072,487
80,67.57507324,8420,1.5608159,2.2400734,0.094878662,487
90,67.47436523,8353,1.4366028,2.231502,0.094495073,487
100,67.93518066,8648,1.2350051,2.2926228,0.097230362,487
110,68.67523193,8642,1.2317356,2.625994,0.112149449,487
120,68.96209717,8647,1.0991096,2.3920827,0.101681409,487
130,68.11523438,8744,1.0525414,2.2414596,0.094940697,487
140,67.79022217,8663,1.090671,2.0151918,0.084814721,487
150,68.1930542,8424,1.2601435,1.7781988,0.074208769,487
160,68.12286377,8286,1.3033415,1.5608159,0.064480411,487
170,67.58575439,8406,1.8270345,1.4366028,0.058921604,487
180,67.47589111,8349,2.2334158,1.2350051,0.049899668,487
0,67.48046875,8325,2.2400734,1.0991096,0.043818049,488
10,67.93060303,8648,2.231502,1.0525414,0.041734021,488
20,68.68133545,8624,2.2926228,1.090671,0.043440403,488
30,68.97735596,8649,2.625994,1.2601435,0.051024666,488
40,68.14727783,8747,2.3920827,1.3033415,0.052957871,488
50,67.75970459,8663,2.2414596,1.8270345,0.076394272,488
60,68.27697754,8425,2.0151918,2.2334158,0.09458072,488
70,68.12744141,8272,1.7781988,2.2400734,0.094878662,488
80,67.57507324,8420,1.5608159,2.231502,0.094495073,488
90,67.47436523,8353,1.4366028,2.2926228,0.097230362,488
100,67.93518066,8648,1.2350051,2.625994,0.112149449,488
110,68.67523193,8642,1.2317356,2.3920827,0.101681409,488
120,68.96209717,8647,1.0991096,2.2414596,0.094940697,488
130,68.11523438,8744,1.0525414,2.0151918,0.084814721,488
140,67.79022217,8663,1.090671,1.7781988,0.074208769,488
150,68.1930542,8424,1.2601435,1.5608159,0.064480411,488
160,68.12286377,8286,1.3033415,1.4366028,0.058921604,488
170,67.58575439,8406,1.8270345,1.2350051,0.049899668,488
180,67.47589111,8349,2.2334158,1.2317356,0.049753351,488
0,67.48046875,8325,2.2400734,1.0525414,0.041734021,489
10,67.93060303,8648,2.231502,1.090671,0.043440403,489
20,68.68133545,8624,2.2926228,1.2601435,0.051024666,489
30,68.97735596,8649,2.625994,1.3033415,0.052957871,489
40,68.14727783,8747,2.3920827,1.8270345,0.076394272,489
50,67.75970459,8663,2.2414596,2.2334158,0.09458072,489
60,68.27697754,8425,2.0151918,2.2400734,0.094878662,489
70,68.12744141,8272,1.7781988,2.231502,0.094495073,489
80,67.57507324,8420,1.5608159,2.2926228,0.097230362,489
90,67.47436523,8353,1.4366028,2.625994,0.112149449,489
100,67.93518066,8648,1.2350051,2.3920827,0.101681409,489
110,68.67523193,8642,1.2317356,2.2414596,0.094940697,489
120,68.96209717,8647,1.0991096,2.0151918,0.084814721,489
130,68.11523438,8744,1.0525414,1.7781988,0.074208769,489
140,67.79022217,8663,1.090671,1.5608159,0.064480411,489
150,68.1930542,8424,1.2601435,1.4366028,0.058921604,489
160,68.12286377,8286,1.3033415,1.2350051,0.049899668,489
170,67.58575439,8406,1.8270345,1.2317356,0.049753351,489
180,67.47589111,8349,2.2334158,1.0991096,0.043818049,489
0,67.48046875,8325,2.2400734,1.090671,0.043440403,490
10,67.93060303,8648,2.231502,1.2601435,0.051024666,490
20,68.68133545,8624,2.2926228,1.3033415,0.052957871,490
30,68.97735596,8649,2.625994,1.8270345,0.076394272,490
40,68.14727783,8747,2.3920827,2.2334158,0.09458072,490
50,67.75970459,8663,2.2414596,2.2400734,0.094878662,490
60,68.27697754,8425,2.0151918,2.231502,0.094495073,490
70,68.12744141,8272,1.7781988,2.2926228,0.097230362,490
80,67.57507324,8420,1.5608159,2.625994,0.112149449,490
90,67.47436523,8353,1.4366028,2.3920827,0.101681409,490
100,67.93518066,8648,1.2350051,2.2414596,0.094940697,490
110,68.67523193,8642,1.2317356,2.0151918,0.084814721,490
120,68.96209717,8647,1.0991096,1.7781988,0.074208769,490
130,68.11523438,8744,1.0525414,1.5608159,0.064480411,490
140,67.79022217,8663,1.090671,1.4366028,0.058921604,490
150,68.1930542,8424,1.2601435,1.2350051,0.049899668,490
160,68.12286377,8286,1.3033415,1.2317356,0.049753351,490
170,67.58575439,8406,1.8270345,1.0991096,0.043818049,490
180,67.47589111,8349,2.2334158,1.0525414,0.041734021,490
0,67.48046875,8325,2.2400734,1.2601435,0.051024666,491
10,67.93060303,8648,2.231502,1.3033415,0.052957871,491
20,68.68133545,8624,2.2926228,1.8270345,0.076394272,491
30,68.97735596,8649,2.625994,2.2334158,0.09458072,491
40,68.14727783,8747,2.3920827,2.2400734,0.094878662,491
50,67.75970459,8663,2.2414596,2.231502,0.094495073,491
60,68.27697754,8425,2.0151918,2.2926228,0.097230362,491
70,68.12744141,8272,1.7781988,2.625994,0.112149449,491
80,67.57507324,8420,1.5608159,2.3920827,0.101681409,491
90,67.47436523,8353,1.4366028,2.2414596,0.094940697,491
100,67.93518066,8648,1.2350051,2.0151918,0.084814721,491
110,68.67523193,8642,1.2317356,1.7781988,0.074208769,491
120,68.96209717,8647,1.0991096,1.5608159,0.064480411,491
130,68.11523438,8744,1.0525414,1.4366028,0.058921604,491
140,67.79022217,8663,1.090671,1.2350051,0.049899668,491
150,68.1930542,8424,1.2601435,1.2317356,0.049753351,491
160,68.12286377,8286,1.3033415,1.0991096,0.043818049,491
170,67.58575439,8406,1.8270345,1.0525414,0.041734021,491
180,67.47589111,8349,2.2334158,1.090671,0.043440403,491
0,67.48046875,8325,2.2400734,1.3033415,0.052957871,492
10,67.93060303,8648,2.231502,1.8270345,0.076394272,492
20,68.68133545,8624,2.2926228,2.2334158,0.09458072,492
30,68.97735596,8649,2.625994,2.2400734,0.094878662,492
40,68.14727783,8747,2.3920827,2.231502,0.094495073,492
50,67.75970459,8663,2.2414596,2.2926228,0.097230362,492
60,68.27697754,8425,2.0151918,2.625994,0.112149449,492
70,68.12744141,8272,1.7781988,2.3920827,0.101681409,492
80,67.57507324,8420,1.5608159,2.2414596,0.094940697,492
90,67.47436523,8353,1.4366028,2.0151918,0.084814721,492
100,67.93518066,8648,1.2350051,1.7781988,0.074208769,492
110,68.67523193,8642,1.2317356,1.5608159,0.064480411,492
120,68.96209717,8647,1.0991096,1.4366028,0.058921604,492
130,68.11523438,8744,1.0525414,1.2350051,0.049899668,492
140,67.79022217,8663,1.090671,1.2317356,0.049753351,492
150,68.1930542,8424,1.2601435,1.0991096,0.043818049,492
160,68.12286377,8286,1.3033415,1.0525414,0.041734021,492
170,67.58575439,8406,1.8270345,1.090671,0.043440403,492
180,67.47589111,8349,2.2334158,1.2601435,0.051024666,492
0,67.48046875,8325,2.2400734,1.8270345,0.076394272,493
10,67.93060303,8648,2.231502,2.2334158,0.09458072,493
20,68.68133545,8624,2.2926228,2.2400734,0.094878662,493
30,68.97735596,8649,2.625994,2.231502,0.094495073,493
40,68.14727783,8747,2.3920827,2.2926228,0.097230362,493
50,67.75970459,8663,2.2414596,2.625994,0.112149449,493
60,68.27697754,8425,2.0151918,2.3920827,0.101681409,493
70,68.12744141,8272,1.7781988,2.2414596,0.094940697,493
80,67.57507324,8420,1.5608159,2.0151918,0.084814721,493
90,67.47436523,8353,1.4366028,1.7781988,0.074208769,493
100,67.93518066,8648,1.2350051,1.5608159,0.064480411,493
110,68.67523193,8642,1.2317356,1.4366028,0.058921604,493
120,68.96209717,8647,1.0991096,1.2350051,0.049899668,493
130,68.11523438,8744,1.0525414,1.2317356,0.049753351,493
140,67.79022217,8663,1.090671,1.0991096,0.043818049,493
150,68.1930542,8424,1.2601435,1.0525414,0.041734021,493
160,68.12286377,8286,1.3033415,1.090671,0.043440403,493
170,67.58575439,8406,1.8270345,1.2601435,0.051024666,493
180,67.47589111,8349,2.2334158,1.3033415,0.052957871,493
0,67.48046875,8325,2.2400734,2.2334158,0.09458072,494
10,67.93060303,8648,2.231502,2.2400734,0.094878662,494
20,68.68133545,8624,2.2926228,2.231502,0.094495073,494
30,68.97735596,8649,2.625994,2.2926228,0.097230362,494
40,68.14727783,8747,2.3920827,2.625994,0.112149449,494
50,67.75970459,8663,2.2414596,2.3920827,0.101681409,494
60,68.27697754,8425,2.0151918,2.2414596,0.094940697,494
70,68.12744141,8272,1.7781988,2.0151918,0.084814721,494
80,67.57507324,8420,1.5608159,1.7781988,0.074208769,494
90,67.47436523,8353,1.4366028,1.5608159,0.064480411,494
100,67.93518066,8648,1.2350051,1.4366028,0.058921604,494
110,68.67523193,8642,1.2317356,1.2350051,0.049899668,494
120,68.96209717,8647,1.0991096,1.2317356,0.049753351,494
130,68.11523438,8744,1.0525414,1.0991096,0.043818049,494
140,67.79022217,8663,1.090671,1.0525414,0.041734021,494
150,68.1930542,8424,1.2601435,1.090671,0.043440403,494
160,68.12286377,8286,1.3033415,1.2601435,0.051024666,494
170,67.58575439,8406,1.8270345,1.3033415,0.052957871,494
180,67.47589111,8349,2.2334158,1.8270345,0.076394272,494
0,65.86608887,8675,1.6177641,1.6177641,0.067028967,495
10,66.25823975,8846,1.8332905,1.8332905,0.076674242,495
20,66.74804688,8997,1.8725001,1.8725001,0.078428957,495
30,66.74957275,8873,1.9175893,1.9175893,0.080446797,495
40,66.54815674,8918,1.8904302,1.8904302,0.079231368,495
50,66.36657715,8795,1.7065642,1.7065642,0.071002964,495
60,67.42095947,8398,1.5238135,1.5238135,0.062824473,495
70,66.94335938,8472,1.3031582,1.3031582,0.052949668,495
80,66.3192749,8488,1.1931998,1.1931998,0.04802879,495
90,65.83099365,8683,1.208258,1.208258,0.048702677,495
100,66.24450684,8848,1.1326632,1.1326632,0.045319646,495
110,66.78009033,8993,1.068222,1.068222,0.042435762,495
120,66.69464111,8883,0.9003643,0.9003643,0.034923764,495
130,66.50848389,8927,0.88852066,0.88852066,0.034393736,495
140,66.355896,8804,1.0339923,1.0339923,0.040903908,495
150,67.36755371,8383,1.2346641,1.2346641,0.049884408,495
160,66.93878174,8466,1.4106215,1.4106215,0.057758884,495
